textID,ID SEQ,SEQ BIG,anno,mese,caratteri,livello,starts_at,ends_at,starts_at norm,ends_at norm,somma ripetizioni,tipologia,categorie di tipologia,struttura/contenuto,Cluster tipolegie
V001,S0001,aggressione/scontro,1947,10,249888,uno,60,3259,0.0,1.3,3199,aggressione/scontro,esteriore,contenuto,interazione
V001,S0002,incontro maschile,1947,10,249888,uno,3260,3948,1.3,1.6,688,incontro maschile,esteriore,contenuto,interazione
V001,S0003,aggressione/scontro,1947,10,249888,uno,3949,5111,1.6,2.0,1162,aggressione/scontro,esteriore,contenuto,interazione
V001,S0004,angoscia/delusione,1947,10,249888,uno,5112,7991,2.0,3.2,2879,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0005,incontro maschile;aggressione/scontro,1947,10,249888,uno,7992,9521,3.2,3.8,1529,incontro maschile,esteriore,contenuto,interazione
V001,S0005,incontro maschile;aggressione/scontro,1947,10,249888,due,8822,9521,3.5,3.8,699,aggressione/scontro,esteriore,contenuto,interazione
V001,S0006,fuga,1947,10,249888,uno,9522,9635,3.8,3.9,113,fuga,esteriore,contenuto,spostamento
V001,S0007,angoscia/delusione,1947,10,249888,uno,9636,11844,3.9,4.7,2208,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0008,incontro di gruppo;aggressione/scontro,1947,10,249888,uno,11845,16408,4.7,6.6,4563,incontro di gruppo,esteriore,contenuto,interazione
V001,S0008,incontro di gruppo;aggressione/scontro,1947,10,249888,due,12220,14491,4.9,5.8,2271,aggressione/scontro,esteriore,contenuto,interazione
V001,S0009,incontro di gruppo;compito/missione,1947,10,249888,due,14492,15168,5.8,6.1,676,compito/missione,esteriore,contenuto,interazione
V001,S0010,incontro di gruppo;aggressione/scontro,1947,10,249888,due,15169,16408,6.1,6.6,1239,aggressione/scontro,esteriore,contenuto,interazione
V001,S0011,fuga,1947,10,249888,uno,16409,17080,6.6,6.8,671,fuga,esteriore,contenuto,spostamento
V001,S0012,angoscia/delusione,1947,10,249888,uno,17081,17217,6.8,6.9,136,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0013,incontro femminile,1947,10,249888,uno,17222,18359,6.9,7.3,1137,incontro femminile,esteriore,contenuto,interazione
V001,S0014,smarrimento/dubbio,1947,10,249888,uno,18360,19408,7.3,7.8,1048,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0015,iniziativa/piano,1947,10,249888,uno,19409,20182,7.8,8.1,773,iniziativa/piano,esteriore,contenuto,intenzione
V001,S0016,angoscia/delusione,1947,10,249888,uno,20183,22263,8.1,8.9,2080,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0017,successo,1947,10,249888,uno,22264,23813,8.9,9.5,1549,successo,esteriore,contenuto,intenzione
V001,S0018,fuga,1947,10,249888,uno,23814,24046,9.5,9.6,232,fuga,esteriore,contenuto,spostamento
V001,S0019,smarrimento/dubbio;visione,1947,10,249888,uno,24047,27057,9.6,10.8,3010,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0019,smarrimento/dubbio;visione,1947,10,249888,due,24520,24848,9.8,9.9,328,visione,interiore,contenuto,visione
V001,S0020,smarrimento/dubbio;visione,1947,10,249888,due,25490,26137,10.2,10.5,647,visione,interiore,contenuto,visione
V001,S0021,smarrimento/dubbio;visione,1947,10,249888,due,26259,27057,10.5,10.8,798,visione,interiore,contenuto,visione
V001,S0022,iniziativa/piano,1947,10,249888,uno,27058,27986,10.8,11.2,928,iniziativa/piano,esteriore,contenuto,intenzione
V001,S0023,incontro di gruppo;smarrimento/dubbio,1947,10,249888,uno,27987,31779,11.2,12.7,3792,incontro di gruppo,esteriore,contenuto,interazione
V001,S0023,incontro di gruppo;smarrimento/dubbio,1947,10,249888,due,28672,30339,11.5,12.1,1667,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0024,incontro di gruppo;angoscia/delusione,1947,10,249888,due,30340,31298,12.1,12.5,958,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0025,incontro di gruppo;aggressione/scontro,1947,10,249888,due,31299,31779,12.5,12.7,480,aggressione/scontro,esteriore,contenuto,interazione
V001,S0026,fuga,1947,10,249888,uno,31780,31861,12.7,12.8,81,fuga,esteriore,contenuto,spostamento
V001,S0027,iniziativa/piano,1947,10,249888,uno,31862,32904,12.8,13.2,1042,iniziativa/piano,esteriore,contenuto,intenzione
V001,S0028,viaggio,1947,10,249888,uno,32905,33782,13.2,13.5,877,viaggio,esteriore,contenuto,spostamento
V001,S0029,illusione/speranza,1947,10,249888,uno,33783,34265,13.5,13.7,482,illusione/speranza,interiore,contenuto,illusione/speranza
V001,S0030,aggressione/scontro,1947,10,249888,uno,34266,35231,13.7,14.1,965,aggressione/scontro,esteriore,contenuto,interazione
V001,S0031,smarrimento/dubbio,1947,10,249888,uno,35232,36420,14.1,14.6,1188,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0032,pausa/sospensione,1947,10,249888,uno,36421,36624,14.6,14.7,203,pausa/sospensione,interiore,contenuto,pausa/sospensione
V001,S0033,morte,1947,10,249888,uno,36625,36914,14.7,14.8,289,morte,esteriore/interiore,contenuto,morte
V001,S0034,smarrimento/dubbio,1947,10,249888,uno,36915,37704,14.8,15.1,789,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0035,ritorno,1947,10,249888,uno,37705,38614,15.1,15.5,909,ritorno,esteriore,contenuto,spostamento
V001,S0036,aggressione/scontro,1947,10,249888,uno,38615,39839,15.5,15.9,1224,aggressione/scontro,esteriore,contenuto,interazione
V001,S0037,angoscia/delusione,1947,10,249888,uno,39844,40779,15.9,16.3,935,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0038,racconto incastonato;aggressione/scontro,1947,10,249888,uno,40780,43055,16.3,17.2,2275,racconto incastonato,forma,struttura,racconto incastonato
V001,S0038,racconto incastonato;aggressione/scontro,1947,10,249888,due,40780,41702,16.3,16.7,922,aggressione/scontro,esteriore,contenuto,interazione
V001,S0039,racconto incastonato;angoscia/delusione,1947,10,249888,due,41703,42613,16.7,17.1,910,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0040,racconto incastonato;illusione/speranza,1947,10,249888,due,42614,43055,17.1,17.2,441,illusione/speranza,interiore,contenuto,illusione/speranza
V001,S0041,aggressione/scontro,1947,10,249888,uno,43056,44518,17.2,17.8,1462,aggressione/scontro,esteriore,contenuto,interazione
V001,S0042,smarrimento/dubbio,1947,10,249888,uno,44519,44970,17.8,18.0,451,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0043,iniziativa/piano,1947,10,249888,uno,44971,45688,18.0,18.3,717,iniziativa/piano,esteriore,contenuto,intenzione
V001,S0044,angoscia/delusione,1947,10,249888,uno,45689,47276,18.3,18.9,1587,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0045,incontro maschile;offerta,1947,10,249888,uno,47278,48797,18.9,19.5,1519,incontro maschile,esteriore,contenuto,interazione
V001,S0045,incontro maschile;offerta,1947,10,249888,due,47561,47643,19.0,19.1,82,offerta,esteriore,contenuto,interazione
V001,S0046,incontro maschile;rifiuto,1947,10,249888,due,47644,47894,19.1,19.2,250,rifiuto,esteriore,contenuto,interazione
V001,S0047,smarrimento/dubbio,1947,10,249888,uno,48798,50017,19.5,20.0,1219,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0048,incontro maschile;offerta,1947,10,249888,uno,50018,58679,20.0,23.5,8661,incontro maschile,esteriore,contenuto,interazione
V001,S0048,incontro maschile;offerta,1947,10,249888,due,51812,52605,20.7,21.1,793,offerta,esteriore,contenuto,interazione
V001,S0049,incontro maschile;rivelazione,1947,10,249888,due,52606,54003,21.1,21.6,1397,rivelazione,esteriore/interiore,contenuto,rivelazione
V001,S0050,incontro maschile;aggressione/scontro,1947,10,249888,due,54004,56751,21.6,22.7,2747,aggressione/scontro,esteriore,contenuto,interazione
V001,S0051,incontro maschile;iniziativa/piano,1947,10,249888,due,56752,57583,22.7,23.0,831,iniziativa/piano,esteriore,contenuto,intenzione
V001,S0052,incontro maschile;illusione/speranza,1947,10,249888,due,57584,58679,23.0,23.5,1095,illusione/speranza,interiore,contenuto,illusione/speranza
V001,S0053,partenza/sparizione,1947,10,249888,uno,58680,59418,23.5,23.8,738,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0054,incontro maschile;riflessione,1947,10,249888,uno,59423,64649,23.8,25.9,5226,incontro maschile,esteriore,contenuto,interazione
V001,S0054,incontro maschile;riflessione,1947,10,249888,due,61012,62008,24.4,24.8,996,riflessione,interiore,contenuto,riflessione
V001,S0055,incontro maschile;angoscia/delusione,1947,10,249888,due,62009,63986,24.8,25.6,1977,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0056,incontro maschile;iniziativa/piano,1947,10,249888,due,63987,64649,25.6,25.9,662,iniziativa/piano,esteriore,contenuto,intenzione
V001,S0057,partenza/sparizione,1947,10,249888,uno,64650,64983,25.9,26.0,333,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0058,incontro maschile;compito/missione,1947,10,249888,uno,64984,78334,26.0,31.3,13350,incontro maschile,esteriore,contenuto,interazione
V001,S0058,incontro maschile;compito/missione,1947,10,249888,due,64984,66214,26.0,26.5,1230,compito/missione,esteriore,contenuto,interazione
V001,S0059,incontro maschile;iniziativa/piano,1947,10,249888,due,66215,67408,26.5,27.0,1193,iniziativa/piano,esteriore,contenuto,intenzione
V001,S0060,incontro maschile;attesa,1947,10,249888,due,67409,69553,27.0,27.8,2144,attesa,interiore,contenuto,attesa
V001,S0061,incontro maschile;aggressione/scontro,1947,10,249888,due,69554,70127,27.8,28.1,573,aggressione/scontro,esteriore,contenuto,interazione
V001,S0062,incontro maschile;fuga,1947,10,249888,due,70128,72564,28.1,29.0,2436,fuga,esteriore,contenuto,spostamento
V001,S0063,incontro maschile;attesa,1947,10,249888,due,72565,74519,29.0,29.8,1954,attesa,interiore,contenuto,attesa
V001,S0064,incontro maschile;smarrimento/dubbio,1947,10,249888,due,74520,75656,29.8,30.3,1136,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0065,incontro maschile;aggressione/scontro,1947,10,249888,due,75657,76250,30.3,30.5,593,aggressione/scontro,esteriore,contenuto,interazione
V001,S0066,incontro maschile;smarrimento/dubbio,1947,10,249888,due,76251,78334,30.5,31.3,2083,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0067,partenza/sparizione,1947,10,249888,uno,78336,79128,31.3,31.7,792,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0068,attesa;visione,1947,10,249888,uno,79129,81088,31.7,32.4,1959,attesa,interiore,contenuto,attesa
V001,S0068,attesa;visione,1947,10,249888,due,79275,80703,31.7,32.3,1428,visione,interiore,contenuto,visione
V001,S0069,viaggio,1947,10,249888,uno,81089,83299,32.5,33.3,2210,viaggio,esteriore,contenuto,spostamento
V001,S0070,illusione/speranza,1947,10,249888,uno,83300,83961,33.3,33.6,661,illusione/speranza,interiore,contenuto,illusione/speranza
V001,S0071,angoscia/delusione,1947,10,249888,uno,83962,84441,33.6,33.8,479,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0072,incontro maschile;aiuto/salvataggio,1947,10,249888,uno,84442,96999,33.8,38.8,12557,incontro maschile,esteriore,contenuto,interazione
V001,S0072,incontro maschile;aiuto/salvataggio,1947,10,249888,due,84442,88125,33.8,35.3,3683,aiuto/salvataggio,esteriore,contenuto,interazione
V001,S0073,incontro maschile;viaggio,1947,10,249888,due,88129,89760,35.3,35.9,1631,viaggio,esteriore,contenuto,spostamento
V001,S0074,incontro maschile;riflessione,1947,10,249888,due,89761,91017,35.9,36.4,1256,riflessione,interiore,contenuto,riflessione
V001,S0075,incontro maschile;arrivo,1947,10,249888,due,91018,91840,36.4,36.8,822,arrivo,esteriore,contenuto,spostamento
V001,S0076,incontro maschile;incontro maschile,1947,10,249888,due,91841,94473,36.8,37.8,2632,incontro maschile,esteriore,contenuto,interazione
V001,S0077,incontro maschile;incontro animale,1947,10,249888,due,94474,95741,37.8,38.3,1267,incontro animale,esteriore,contenuto,interazione
V001,S0078,incontro maschile;incontro femminile,1947,10,249888,due,95742,96999,38.3,38.8,1257,incontro femminile,esteriore,contenuto,interazione
V001,S0079,partenza/sparizione,1947,10,249888,uno,97000,97353,38.8,39.0,353,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0080,aggressione/scontro,1947,10,249888,uno,97354,100025,39.0,40.0,2671,aggressione/scontro,esteriore,contenuto,interazione
V001,S0081,illusione/speranza,1947,10,249888,uno,100026,101948,40.0,40.8,1922,illusione/speranza,interiore,contenuto,illusione/speranza
V001,S0082,compito/missione,1947,10,249888,uno,101949,103613,40.8,41.5,1664,compito/missione,esteriore,contenuto,interazione
V001,S0083,incontro di gruppo;visione,1947,10,249888,uno,103614,196711,41.5,78.7,93097,incontro di gruppo,esteriore,contenuto,interazione
V001,S0083,incontro di gruppo;visione,1947,10,249888,due,105911,106568,42.4,42.6,657,visione,interiore,contenuto,visione
V001,S0084,incontro di gruppo;incontro maschile,1947,10,249888,due,106569,109236,42.6,43.7,2667,incontro maschile,esteriore,contenuto,interazione
V001,S0085,incontro di gruppo;situazione,1947,10,249888,due,109241,112286,43.7,44.9,3045,situazione,esteriore,contenuto,situazione
V001,S0086,incontro di gruppo;incontro maschile,1947,10,249888,due,112287,114960,44.9,46.0,2673,incontro maschile,esteriore,contenuto,interazione
V001,S0087,incontro di gruppo;smarrimento/dubbio,1947,10,249888,due,114961,115717,46.0,46.3,756,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0088,incontro di gruppo;aggressione/scontro,1947,10,249888,due,115718,118070,46.3,47.2,2352,aggressione/scontro,esteriore,contenuto,interazione
V001,S0089,incontro di gruppo;incontro maschile;aggressione/scontro,1947,10,249888,due,118071,121543,47.2,48.6,3472,incontro maschile,esteriore,contenuto,interazione
V001,S0090,incontro di gruppo;incontro maschile;iniziativa/piano,1947,10,249888,due,118071,121543,47.2,48.6,3472,incontro maschile,esteriore,contenuto,interazione
V001,S0091,incontro di gruppo;incontro maschile;aggressione/scontro,1947,10,249888,due,118071,121543,47.2,48.6,3472,incontro maschile,esteriore,contenuto,interazione
V001,S0092,incontro di gruppo;partenza/sparizione,1947,10,249888,due,121544,121990,48.6,48.8,446,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0093,incontro di gruppo;incontro di gruppo,1947,10,249888,due,121991,123820,48.8,49.6,1829,incontro di gruppo,esteriore,contenuto,interazione
V001,S0094,incontro di gruppo;incontro maschile,1947,10,249888,due,123821,126675,49.6,50.7,2854,incontro maschile,esteriore,contenuto,interazione
V001,S0095,incontro di gruppo;pausa/sospensione,1947,10,249888,due,126681,127900,50.7,51.2,1219,pausa/sospensione,interiore,contenuto,pausa/sospensione
V001,S0096,incontro di gruppo;smarrimento/dubbio,1947,10,249888,due,127901,128431,51.2,51.4,530,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0097,incontro di gruppo;rivelazione,1947,10,249888,due,128432,130079,51.4,52.1,1647,rivelazione,esteriore/interiore,contenuto,rivelazione
V001,S0098,incontro di gruppo;morte,1947,10,249888,due,130081,133201,52.1,53.3,3120,morte,esteriore/interiore,contenuto,morte
V001,S0099,incontro di gruppo;aggressione/scontro,1947,10,249888,due,133203,135945,53.3,54.4,2742,aggressione/scontro,esteriore,contenuto,interazione
V001,S0100,incontro di gruppo;innamoramento,1947,10,249888,due,135946,139227,54.4,55.7,3281,innamoramento,interiore,contenuto,innamoramento
V001,S0101,incontro di gruppo;cambiamento;fuga,1947,10,249888,due,139228,143167,55.7,57.3,3939,cambiamento,esteriore,contenuto,situazione
V001,S0102,incontro di gruppo;cambiamento;compito/missione,1947,10,249888,due,139228,143167,55.7,57.3,3939,cambiamento,esteriore,contenuto,situazione
V001,S0103,incontro di gruppo;cambiamento;visione,1947,10,249888,due,139228,143167,55.7,57.3,3939,cambiamento,esteriore,contenuto,situazione
V001,S0104,incontro di gruppo;cambiamento;partenza/sparizione,1947,10,249888,due,139228,143167,55.7,57.3,3939,cambiamento,esteriore,contenuto,situazione
V001,S0105,incontro di gruppo;illusione/speranza,1947,10,249888,due,143174,144821,57.3,58.0,1647,illusione/speranza,interiore,contenuto,illusione/speranza
V001,S0106,incontro di gruppo;angoscia/delusione,1947,10,249888,due,144822,145226,58.0,58.1,404,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0107,incontro di gruppo;smarrimento/dubbio,1947,10,249888,due,145227,146404,58.1,58.6,1177,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0108,incontro di gruppo;incontro maschile;compito/missione,1947,10,249888,due,146405,148793,58.6,59.5,2388,incontro maschile,esteriore,contenuto,interazione
V001,S0109,incontro di gruppo;incontro maschile;illusione/speranza,1947,10,249888,due,146405,148793,58.6,59.5,2388,incontro maschile,esteriore,contenuto,interazione
V001,S0110,incontro di gruppo;smarrimento/dubbio,1947,10,249888,due,148794,149952,59.5,60.0,1158,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0111,incontro di gruppo;incontro maschile,1947,10,249888,due,149953,150815,60.0,60.4,862,incontro maschile,esteriore,contenuto,interazione
V001,S0112,incontro di gruppo;aggressione/scontro,1947,10,249888,due,150816,156156,60.4,62.5,5340,aggressione/scontro,esteriore,contenuto,interazione
V001,S0113,incontro di gruppo;incontro maschile;riflessione,1947,10,249888,due,156157,159686,62.5,63.9,3529,incontro maschile,esteriore,contenuto,interazione
V001,S0114,incontro di gruppo;incontro maschile,1947,10,249888,due,159687,162390,63.9,65.0,2703,incontro maschile,esteriore,contenuto,interazione
V001,S0115,incontro di gruppo;aggressione/scontro,1947,10,249888,due,162391,163539,65.0,65.4,1148,aggressione/scontro,esteriore,contenuto,interazione
V001,S0116,incontro di gruppo;incontro di gruppo;compito/missione,1947,10,249888,due,163544,171734,65.4,68.7,8190,incontro di gruppo,esteriore,contenuto,interazione
V001,S0117,incontro di gruppo;incontro di gruppo;rivelazione,1947,10,249888,due,163544,171734,65.4,68.7,8190,incontro di gruppo,esteriore,contenuto,interazione
V001,S0118,incontro di gruppo;incontro di gruppo;angoscia/delusione,1947,10,249888,due,163544,171734,65.4,68.7,8190,incontro di gruppo,esteriore,contenuto,interazione
V001,S0119,incontro di gruppo;incontro di gruppo;iniziativa/piano,1947,10,249888,due,163544,171734,65.4,68.7,8190,incontro di gruppo,esteriore,contenuto,interazione
V001,S0120,incontro di gruppo;incontro di gruppo;compito/missione,1947,10,249888,due,163544,171734,65.4,68.7,8190,incontro di gruppo,esteriore,contenuto,interazione
V001,S0121,incontro di gruppo;partenza/sparizione;viaggio,1947,10,249888,due,171736,189242,68.7,75.7,17506,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0122,incontro di gruppo;partenza/sparizione;riflessione,1947,10,249888,due,171736,189242,68.7,75.7,17506,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0123,incontro di gruppo;partenza/sparizione;partenza/sparizione,1947,10,249888,due,171736,189242,68.7,75.7,17506,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0124,incontro di gruppo;partenza/sparizione;riflessione,1947,10,249888,due,171736,189242,68.7,75.7,17506,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0125,incontro di gruppo;partenza/sparizione;smarrimento/dubbio,1947,10,249888,due,171736,189242,68.7,75.7,17506,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0126,incontro di gruppo;partenza/sparizione;riflessione,1947,10,249888,due,171736,189242,68.7,75.7,17506,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0127,incontro di gruppo;partenza/sparizione;illusione/speranza,1947,10,249888,due,171736,189242,68.7,75.7,17506,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0128,incontro di gruppo;partenza/sparizione;arrivo,1947,10,249888,due,171736,189242,68.7,75.7,17506,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0129,incontro di gruppo;attesa,1947,10,249888,due,189246,190460,75.7,76.2,1214,attesa,interiore,contenuto,attesa
V001,S0130,incontro di gruppo;aggressione/scontro,1947,10,249888,due,190461,191127,76.2,76.5,666,aggressione/scontro,esteriore,contenuto,interazione
V001,S0131,incontro di gruppo;angoscia/delusione,1947,10,249888,due,191128,192746,76.5,77.1,1618,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0132,incontro di gruppo;iniziativa/piano,1947,10,249888,due,192747,193776,77.1,77.5,1029,iniziativa/piano,esteriore,contenuto,intenzione
V001,S0133,incontro di gruppo;riflessione,1947,10,249888,due,193777,194484,77.5,77.8,707,riflessione,interiore,contenuto,riflessione
V001,S0134,incontro di gruppo;aggressione/scontro,1947,10,249888,due,194485,196085,77.8,78.5,1600,aggressione/scontro,esteriore,contenuto,interazione
V001,S0135,incontro di gruppo;morte,1947,10,249888,due,196086,196580,78.5,78.7,494,morte,esteriore/interiore,contenuto,morte
V001,S0136,incontro di gruppo;partenza/sparizione,1947,10,249888,due,196581,196711,78.7,78.7,130,partenza/sparizione,esteriore,contenuto,spostamento
V001,S0137,pausa/sospensione;incontro femminile,1947,10,249888,uno,196712,209790,78.7,84.0,13078,pausa/sospensione,interiore,contenuto,pausa/sospensione
V001,S0137,pausa/sospensione;incontro femminile,1947,10,249888,due,197762,198596,79.1,79.5,834,incontro femminile,esteriore,contenuto,interazione
V001,S0138,pausa/sospensione;incontro maschile,1947,10,249888,due,198597,199434,79.5,79.8,837,incontro maschile,esteriore,contenuto,interazione
V001,S0139,pausa/sospensione;innamoramento,1947,10,249888,due,199435,200951,79.8,80.4,1516,innamoramento,interiore,contenuto,innamoramento
V001,S0140,pausa/sospensione;compito/missione,1947,10,249888,due,200952,202496,80.4,81.0,1544,compito/missione,esteriore,contenuto,interazione
V001,S0141,pausa/sospensione;ritorno,1947,10,249888,due,202497,203137,81.0,81.3,640,ritorno,esteriore,contenuto,spostamento
V001,S0142,pausa/sospensione;compito/missione,1947,10,249888,due,203138,204432,81.3,81.8,1294,compito/missione,esteriore,contenuto,interazione
V001,S0143,pausa/sospensione;ritorno,1947,10,249888,due,204433,205873,81.8,82.4,1440,ritorno,esteriore,contenuto,spostamento
V001,S0144,pausa/sospensione;compito/missione,1947,10,249888,due,205874,207069,82.4,82.9,1195,compito/missione,esteriore,contenuto,interazione
V001,S0145,pausa/sospensione;angoscia/delusione,1947,10,249888,due,207070,208531,82.9,83.4,1461,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0146,pausa/sospensione;ritorno,1947,10,249888,due,208532,209587,83.5,83.9,1055,ritorno,esteriore,contenuto,spostamento
V001,S0147,pausa/sospensione;scena erotica,1947,10,249888,due,209588,209790,83.9,84.0,202,scena erotica,esteriore,contenuto,interazione
V001,S0148,guerra,1947,10,249888,uno,209791,211773,84.0,84.7,1982,guerra,esteriore,contenuto,situazione
V001,S0149,incontro di gruppo;attesa,1947,10,249888,uno,211774,233104,84.7,93.3,21330,incontro di gruppo,esteriore,contenuto,interazione
V001,S0149,incontro di gruppo;attesa,1947,10,249888,due,211774,213530,84.7,85.5,1756,attesa,interiore,contenuto,attesa
V001,S0150,incontro di gruppo;incontro maschile;rivelazione,1947,10,249888,due,213531,215177,85.5,86.1,1646,incontro maschile,esteriore,contenuto,interazione
V001,S0151,incontro di gruppo;incontro maschile;rivelazione,1947,10,249888,due,213531,215177,85.5,86.1,1646,incontro maschile,esteriore,contenuto,interazione
V001,S0152,incontro di gruppo;incontro maschile;rivelazione,1947,10,249888,due,213531,215177,85.5,86.1,1646,incontro maschile,esteriore,contenuto,interazione
V001,S0153,incontro di gruppo;incontro maschile;rivelazione,1947,10,249888,due,216960,221735,86.8,88.7,4775,incontro maschile,esteriore,contenuto,interazione
V001,S0154,incontro di gruppo;incontro maschile;racconto incastonato,1947,10,249888,due,216960,221735,86.8,88.7,4775,incontro maschile,esteriore,contenuto,interazione
V001,S0155,incontro di gruppo;incontro maschile;angoscia/delusione,1947,10,249888,due,216960,221735,86.8,88.7,4775,incontro maschile,esteriore,contenuto,interazione
V001,S0156,incontro di gruppo;incontro maschile;illusione/speranza,1947,10,249888,due,216960,221735,86.8,88.7,4775,incontro maschile,esteriore,contenuto,interazione
V001,S0157,incontro di gruppo;iniziativa/piano,1947,10,249888,due,221736,222043,88.7,88.9,307,iniziativa/piano,esteriore,contenuto,intenzione
V001,S0158,incontro di gruppo;attesa,1947,10,249888,due,222044,223173,88.9,89.3,1129,attesa,interiore,contenuto,attesa
V001,S0159,incontro di gruppo;angoscia/delusione,1947,10,249888,due,223174,224770,89.3,89.9,1596,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0160,incontro di gruppo;aggressione/scontro,1947,10,249888,due,224771,233104,89.9,93.3,8333,aggressione/scontro,esteriore,contenuto,interazione
V001,S0161,fuga,1947,10,249888,uno,233105,234201,93.3,93.7,1096,fuga,esteriore,contenuto,spostamento
V001,S0162,angoscia/delusione,1947,10,249888,uno,234207,234979,93.7,94.0,772,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0163,illusione/speranza,1947,10,249888,uno,234980,236225,94.0,94.5,1245,illusione/speranza,interiore,contenuto,illusione/speranza
V001,S0164,angoscia/delusione,1947,10,249888,uno,236226,236934,94.5,94.8,708,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0165,incontro di gruppo,1947,10,249888,uno,236935,237248,94.8,94.9,313,incontro di gruppo,esteriore,contenuto,interazione
V001,S0166,fuga,1947,10,249888,uno,237249,237475,94.9,95.0,226,fuga,esteriore,contenuto,spostamento
V001,S0167,incontro di gruppo,1947,10,249888,uno,237476,237881,95.0,95.2,405,incontro di gruppo,esteriore,contenuto,interazione
V001,S0168,fuga,1947,10,249888,uno,237882,238305,95.2,95.4,423,fuga,esteriore,contenuto,spostamento
V001,S0169,illusione/speranza,1947,10,249888,uno,238306,238809,95.4,95.6,503,illusione/speranza,interiore,contenuto,illusione/speranza
V001,S0170,rivelazione,1947,10,249888,uno,238810,239484,95.6,95.8,674,rivelazione,esteriore/interiore,contenuto,rivelazione
V001,S0171,angoscia/delusione,1947,10,249888,uno,239485,240048,95.8,96.1,563,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0172,incontro femminile,1947,10,249888,uno,240050,241954,96.1,96.8,1904,incontro femminile,esteriore,contenuto,interazione
V001,S0173,rivelazione,1947,10,249888,uno,241955,242785,96.8,97.2,830,rivelazione,esteriore/interiore,contenuto,rivelazione
V001,S0174,fuga,1947,10,249888,uno,242786,242935,97.2,97.2,149,fuga,esteriore,contenuto,spostamento
V001,S0175,smarrimento/dubbio,1947,10,249888,uno,242937,243370,97.2,97.4,433,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V001,S0176,incontro maschile;illusione/speranza,1947,10,249888,uno,243371,248934,97.4,99.6,5563,incontro maschile,esteriore,contenuto,interazione
V001,S0176,incontro maschile;illusione/speranza,1947,10,249888,due,244173,245576,97.7,98.3,1403,illusione/speranza,interiore,contenuto,illusione/speranza
V001,S0177,incontro maschile;iniziativa/piano,1947,10,249888,due,245577,247033,98.3,98.9,1456,iniziativa/piano,esteriore,contenuto,intenzione
V001,S0178,incontro maschile;riflessione,1947,10,249888,due,247034,247736,98.9,99.1,702,riflessione,interiore,contenuto,riflessione
V001,S0179,incontro maschile;angoscia/delusione,1947,10,249888,due,247737,248577,99.1,99.5,840,angoscia/delusione,interiore,contenuto,angoscia/delusione
V001,S0180,incontro maschile;illusione/speranza,1947,10,249888,due,248578,248934,99.5,99.6,356,illusione/speranza,interiore,contenuto,illusione/speranza
