id	Fonte	Titolo Fonte	Pubblicazione Fonte	Pubblicazioni Id	Pubblicazioni Titoli	year	Occorrenza	Parte di	Parte di ID	nominato/Generico	Scala	Luogo desunto	I	C	F	Localizzabile	Terrestre	Inventato	Categoria	Start	End	Nota	Tema	Tema_old
L01035	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	New York	Terra	L01034	nominato	comune					sì	sì	no	Terrestri localizzabili	1677	1685		metropoli	paesaggio cosmico;metropoli
L01036	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	grandi magazzini	New York	L01035	generico						sì	sì	-	Terrestri generici	3137	3153		metropoli	paesaggio cosmico;metropoli
L01037	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	grattacielo	New York	L01035	generico						sì	sì	-	Terrestri generici	4381	4392		metropoli	paesaggio cosmico;metropoli
L01038	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Times Square	New York	L01035	nominato	landmark					sì	sì	no	Terrestri localizzabili	4483	4495		metropoli	paesaggio cosmico;metropoli
L01039	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	docks	New York	L01035	generico						sì	sì	-	Terrestri generici	4549	4554		metropoli	paesaggio cosmico;metropoli
L01040	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Central Park	New York	L01035	nominato	landmark			x		sì	sì	no	Terrestri localizzabili	4727	4739		metropoli	paesaggio cosmico;metropoli
L01041	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	cimitero d'automobili	New York	L01035	generico						sì	sì	-	Terrestri generici	11081	11102		metropoli	paesaggio cosmico;metropoli
L01042	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Fifth Avenue	New York	L01035	nominato	landmark					sì	sì	no	Terrestri localizzabili	18216	18228		metropoli	paesaggio cosmico;metropoli
L01043	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Uptown	New York	L01035	nominato	landmark					sì	sì	no	Terrestri localizzabili	19140	19146		metropoli	paesaggio cosmico;metropoli
L01044	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Broadway	New York	L01035	nominato	landmark					sì	sì	no	Terrestri localizzabili	19156	19164		metropoli	paesaggio cosmico;metropoli
L01045	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Madison Square	New York	L01035	nominato	landmark					sì	sì	no	Terrestri localizzabili	19279	19293		metropoli	paesaggio cosmico;metropoli
L01046	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Brooklyn	New York	L01035	nominato	landmark (ponte)					sì	sì	no	Terrestri localizzabili	20521	20529		metropoli	paesaggio cosmico;metropoli
L01047	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	savane	Terra	L01034	generico					x	no	sì	-	Terrestri generici	23021	23027		metropoli	paesaggio cosmico;metropoli
L01048	S145	Le figlie della Luna	raccolta	«Playmen»;V015;V023	«Playmen»;La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	foreste	Terra	L01034	generico					x	no	sì	-	Terrestri generici	23033	23040		metropoli	paesaggio cosmico;metropoli
L01049	S146	Il cielo di pietra	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	cratere	Terra	L01050	generico			x			sì	no	-	Cosmici generici	298	305		nessuno	paesaggio cosmico;mito
L01050	S146	Il cielo di pietra	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Terra			nominato	pianeta					sì	no	no	Cosmici Specifici	445	450		nessuno	paesaggio cosmico;mito
L01051	S146	Il cielo di pietra	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	terre interne	Terra	L01050	generico					x	sì	no	-	Cosmici generici	1215	1228		nessuno	paesaggio cosmico;mito
L01052	S146	Il cielo di pietra	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	vulcano	Terra	L01050	generico				x		sì	sì	-	Terrestri generici	6106	6113		nessuno	paesaggio cosmico;mito
L01053	S146	Il cielo di pietra	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Vesuvio	Terra	L01050	nominato	landmark					sì	sì	no	Terrestri localizzabili	10524	10531		nessuno	paesaggio cosmico;mito
L01054	S146	Il cielo di pietra	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Ercolano	Terra	L01050	nominato	comune					sì	sì	no	Terrestri localizzabili	10604	10612		nessuno	paesaggio cosmico;mito
L01055	S146	Il cielo di pietra	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	stanza	Terra	L01050	generico						sì	sì	-	Terrestri generici	12006	12012		nessuno	paesaggio cosmico;mito
L01056	S147	Tempesta solare	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Terra			nominato	pianeta		x			sì	no	no	Cosmici Specifici	1616	1621		metropoli	paesaggio cosmico;metropoli
L01057	S147	Tempesta solare	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Halley	Terra	L01056	nominato	nave			x		no	sì	sì	Terrestri Inventati	1981	1989		metropoli	paesaggio cosmico;metropoli
L01058	S147	Tempesta solare	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	mare	Terra	L01056	generico						no	sì	-	Terrestri generici	2270	2274		metropoli	paesaggio cosmico;metropoli
L01059	S147	Tempesta solare	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	Lancashire	Terra	L01056	nominato	territorio					sì	sì	no	Terrestri localizzabili	10586	10596		metropoli	paesaggio cosmico;metropoli
L01060	S147	Tempesta solare	raccolta	V015;V023	La memoria del mondo;Le cosmicomiche vecchie e nuove	1968	casa	Lancashire	L01059	generico					x	sì	sì	-	Terrestri generici	10393	10397		metropoli	paesaggio cosmico;metropoli
L01061	S148	Le conchiglie e il tempo	raccolta	V015	La memoria del mondo	1968	Terra			nominato	pianeta					sì	no	no	Cosmici Specifici	60	65		nessuno	nessuno
L01062	S149	La decapitazione dei capi	altro	«Il caffè letterario e satirico»	«Il caffè letterario e satirico»	1969	capitale			generico			x			no	sì	-	Terrestri generici	61	69		nessuno	nessuno
L01063	S149	La decapitazione dei capi	altro	«Il caffè letterario e satirico»	«Il caffè letterario e satirico»	1969	piazze			generico						no	sì	-	Terrestri generici	114	120		nessuno	nessuno
L01064	S149	La decapitazione dei capi	altro	«Il caffè letterario e satirico»	«Il caffè letterario e satirico»	1969	bar			generico				x		no	sì	-	Terrestri generici	1275	1278		nessuno	nessuno
L01065	S149	La decapitazione dei capi	altro	«Il caffè letterario e satirico»	«Il caffè letterario e satirico»	1969	scantinato	Russia	L01067	generico						no	sì	-	Terrestri generici	12073	12083		nessuno	nessuno
L01066	S149	La decapitazione dei capi	altro	«Il caffè letterario e satirico»	«Il caffè letterario e satirico»	1969	vie	Russia	L01067	generico					x	no	sì	-	Terrestri generici	25033	25036		nessuno	nessuno
L01067	S149	La decapitazione dei capi	altro	«Il caffè letterario e satirico»	«Il caffè letterario e satirico»	1969	Russia			nominato	nazione	sì				sì	sì	no	Terrestri localizzabili	-	-	sì	nessuno	nessuno
L01068	V016	Il castello dei destini incrociati	romanzo	V016	Il castello dei destini incrociati	1969	bosco			generico			x			no	sì	-	Terrestri generici	68	73		nessuno	nessuno
L01069	V016	Il castello dei destini incrociati	romanzo	V016	Il castello dei destini incrociati	1969	castello			generico				x		no	sì	-	Terrestri generici	78	86		nessuno	nessuno
L01070	V016	Il castello dei destini incrociati	romanzo	V016	Il castello dei destini incrociati	1969	sala	castello	L01069	generico					x	no	sì	-	Terrestri generici	604	608		nessuno	nessuno
L01071	S150	Dall'opaco	altro	Adelphiana 1971	Adelphiana 1971	1971	balaustra			generico			x	x	x	no	sì	-	Terrestri generici	234	243		natura ligure	natura ligure
L01072	S150	Dall'opaco	altro	Adelphiana 1971	Adelphiana 1971	1971	golfo			generico						no	sì	-	Terrestri generici	7533	7538		natura ligure	natura ligure
L01073	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	profumeria	Parigi	L01076	generico			x			sì	sì	-	Terrestri generici	1266	1276		metropoli	metropoli
L01074	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	Champs Elysèes	Parigi	L01076	nominato	landmark					sì	sì	no	Terrestri localizzabili	1352	1366		metropoli	metropoli
L01075	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	galleria	Parigi	L01076	generico						sì	sì	-	Terrestri generici	1491	1499		metropoli	metropoli
L01076	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	Parigi			nominato	comune		x			sì	sì	no	Terrestri localizzabili	2159	2165		metropoli	metropoli
L01077	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	savana			generico						no	sì	-	Terrestri generici	6664	6670		metropoli	metropoli
L01078	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	foresta			generico						no	sì	-	Terrestri generici	6674	6681		metropoli	metropoli
L01079	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	palude			generico						no	sì	-	Terrestri generici	6685	6691		metropoli	metropoli
L01080	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	erba			generico						no	sì	-	Terrestri generici	7869	7873		metropoli	metropoli
L01081	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	docks	Londra	L01090	generico						sì	sì	-	Terrestri generici	10124	10129		metropoli	metropoli
L01082	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	moquette	Londra	L01090	generico						sì	sì	-	Terrestri generici	11354	11362		metropoli	metropoli
L01083	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	saloni	Faubourg Saint-Honoré	L01084	generico						sì	sì	-	Terrestri generici	15340	15346		metropoli	metropoli
L01084	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	Faubourg Saint-Honoré	Parigi	L01076	nominato	sobborgo (territorio)					sì	sì	no	Terrestri localizzabili	15351	15372		metropoli	metropoli
L01085	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	Bois de Boulogne	Parigi	L01076	nominato	landmark					sì	sì	no	Terrestri localizzabili	21842	21858		metropoli	metropoli
L01086	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	Passy	Parigi	L01076	generico	quartiere (territorio)					sì	sì	-	Terrestri generici	22010	22015		metropoli	metropoli
L01087	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	palazzo	Parigi	L01076	generico						sì	sì	-	Terrestri generici	22030	22037		metropoli	metropoli
L01088	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	Embankment	Londra	L01090	nominato	landmark					sì	sì	no	Terrestri localizzabili	24109	24119		metropoli	metropoli
L01089	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	stanze	Londra	L01090	generico					x	sì	sì	-	Terrestri generici	24130	24136		metropoli	metropoli
L01090	S151	Il nome, il naso	altro	«Playboy»	«Playboy»	1972	Londra			nominato	comune	sì				sì	sì	no	Terrestri localizzabili	-	-	sì	metropoli	metropoli
L01091	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Impero mongolo			nominato	territorio		x			sì	sì	no	Terrestri localizzabili	1369	1375		paesaggio urbano;	paesaggio urbano;viaggio
L01092	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Diomira	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	1938	1945		paesaggio urbano;	paesaggio urbano;viaggio
L01093	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Isidora	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	2701	2708		paesaggio urbano;	paesaggio urbano;viaggio
L01094	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Dorotea	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	3382	3389		paesaggio urbano;	paesaggio urbano;viaggio
L01095	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Zaira	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	4868	4873		paesaggio urbano;	paesaggio urbano;viaggio
L01096	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Anastasia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	6521	6530		paesaggio urbano;	paesaggio urbano;viaggio
L01097	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Tamara	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	8271	8277		paesaggio urbano;	paesaggio urbano;viaggio
L01098	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Zora	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	10302	10306		paesaggio urbano;	paesaggio urbano;viaggio
L01099	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Despina	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	12010	12017		paesaggio urbano;	paesaggio urbano;viaggio
L01100	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Zirma	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	13587	13592		paesaggio urbano;	paesaggio urbano;viaggio
L01101	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Isaura	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	14733	14739		paesaggio urbano;	paesaggio urbano;viaggio
L01102	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	reggia di Kemenfù	Impero mongolo	L01091	nominato	landmark					sì	sì	no	Terrestri localizzabili	16091	16108		paesaggio urbano;	paesaggio urbano;viaggio
L01104	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Maurilia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	23015	23023		paesaggio urbano;	paesaggio urbano;viaggio
L01105	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Fedora	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	24874	24880		paesaggio urbano;	paesaggio urbano;viaggio
L01106	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Zoe	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	27107	27110		paesaggio urbano;	paesaggio urbano;viaggio
L01107	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Zenobia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	27846	27853		paesaggio urbano;	paesaggio urbano;viaggio
L01108	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Eufemia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	29384	29391		paesaggio urbano;	paesaggio urbano;viaggio
L01109	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Zobeide	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	35907	35914		paesaggio urbano;	paesaggio urbano;viaggio
L01110	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Ipazia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	37577	37583		paesaggio urbano;	paesaggio urbano;viaggio
L01111	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Armilla	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	39911	39918		paesaggio urbano;	paesaggio urbano;viaggio
L01112	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Cloe	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	41888	41892		paesaggio urbano;	paesaggio urbano;viaggio
L01113	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Valdrada	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	43601	43609		paesaggio urbano;	paesaggio urbano;viaggio
L01114	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Olivia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	49158	49164		paesaggio urbano;	paesaggio urbano;viaggio
L01115	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Sofronia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	50934	50942		paesaggio urbano;	paesaggio urbano;viaggio
L01116	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Eutropia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	52151	52159		paesaggio urbano;	paesaggio urbano;viaggio
L01117	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Zemrude	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	53910	53917		paesaggio urbano;	paesaggio urbano;viaggio
L01118	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Aglaura	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	54916	54923		paesaggio urbano;	paesaggio urbano;viaggio
L01119	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Lalage	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	59710	59716		paesaggio urbano;	paesaggio urbano;viaggio
L01120	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Ottavia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	60096	60103		paesaggio urbano;	paesaggio urbano;viaggio
L01121	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Ersilia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	61067	61074		paesaggio urbano;	paesaggio urbano;viaggio
L01122	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Bauci	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	62179	62184		paesaggio urbano;	paesaggio urbano;viaggio
L01123	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Leandra	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	63063	63070		paesaggio urbano;	paesaggio urbano;viaggio
L01124	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Melania	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	65639	65646		paesaggio urbano;	paesaggio urbano;viaggio
L01125	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Quinsai	Impero mongolo	L01091	nominato	comune					sì	sì	no	Terrestri Inventati	68789	68796		paesaggio urbano;	paesaggio urbano;viaggio
L01126	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Smeraldina	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	71015	71025		paesaggio urbano;	paesaggio urbano;viaggio
L01127	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Fillide	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	73186	73193		paesaggio urbano;	paesaggio urbano;viaggio
L01128	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Pirra	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	75229	75234		paesaggio urbano;	paesaggio urbano;viaggio
L01129	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Adelma	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	76871	76877		paesaggio urbano;	paesaggio urbano;viaggio
L01130	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Eudossia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	79380	79388		paesaggio urbano;	paesaggio urbano;viaggio
L01131	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	giardino	reggia di Kemenfù	L01102	generico						sì	sì	-	Terrestri generici	83766	83774		paesaggio urbano;	paesaggio urbano;viaggio
L01132	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Moriana	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	85673	85680		paesaggio urbano;	paesaggio urbano;viaggio
L01133	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Clarice	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	86649	86656		paesaggio urbano;	paesaggio urbano;viaggio
L01134	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Eusapia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	90369	90376		paesaggio urbano;	paesaggio urbano;viaggio
L01135	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Bersabea	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	92996	93004		paesaggio urbano;	paesaggio urbano;viaggio
L01136	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Leonia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	95934	95940		paesaggio urbano;	paesaggio urbano;viaggio
L01137	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Irene	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	104550	104555		paesaggio urbano;	paesaggio urbano;viaggio
L01138	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Argia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	106389	106394		paesaggio urbano;	paesaggio urbano;viaggio
L01139	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Tecla	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	107157	107162		paesaggio urbano;	paesaggio urbano;viaggio
L01140	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Trude	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	108386	108391		paesaggio urbano;	paesaggio urbano;viaggio
L01141	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Olinda	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	109422	109428		paesaggio urbano;	paesaggio urbano;viaggio
L01142	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Laudomia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	119243	119251		paesaggio urbano;	paesaggio urbano;viaggio
L01143	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Perinzia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	123483	123491		paesaggio urbano;	paesaggio urbano;viaggio
L01144	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Procopia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	125005	125013		paesaggio urbano;	paesaggio urbano;viaggio
L01145	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Raissa	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	127621	127627		paesaggio urbano;	paesaggio urbano;viaggio
L01146	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Andria	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	129465	129471		paesaggio urbano;	paesaggio urbano;viaggio
L01147	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Cecilia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	132078	132085		paesaggio urbano;	paesaggio urbano;viaggio
L01148	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Marozia	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	134168	134175		paesaggio urbano;	paesaggio urbano;viaggio
L01149	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Pentesilea	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	136616	136626		paesaggio urbano;	paesaggio urbano;viaggio
L01150	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Teodora	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	139420	139427		paesaggio urbano;	paesaggio urbano;viaggio
L01151	V018	Le città invisibili	romanzo	V018	Le città invisibili	1972	Berenice	Impero mongolo	L01091	nominato	nazione					no	sì	sì	Terrestri Inventati	141654	141662		paesaggio urbano;	paesaggio urbano;viaggio
L01152	S152	La taverna dei destini incrociati	romanzo	V019	Il castello dei destini incrociati (riediz)	1973	taverna			generico						no	sì	-	Terrestri generici	51653	51660		nessuno	nessuno
L01153	S153	Ricordo di una battaglia	altro	«Corriere della sera»	«Corriere della sera»	1974	memoria			generico						no	no	no	Cosmici generici	617	624		guerra;natura ligure	guerra;natura ligure
L01154	S154	Autobiografia di uno spettatore	altro	F. Fellini, Quattro film	F. Fellini, Quattro film	1974	cinema	Sanremo	L01157	generico						sì	sì	-	Terrestri generici	1744	1750		paesaggio urbano;metropoli	paesaggio urbano;metropoli
L01155	S154	Autobiografia di uno spettatore	altro	F. Fellini, Quattro film	F. Fellini, Quattro film	1974	via principale	Sanremo	L01157	generico						sì	sì	-	Terrestri generici	7606	7620		paesaggio urbano;metropoli	paesaggio urbano;metropoli
L01156	S154	Autobiografia di uno spettatore	altro	F. Fellini, Quattro film	F. Fellini, Quattro film	1974	Quartiere Latino	Parigi	L01158	nominato	territorio					sì	sì	no	Terrestri localizzabili	32138	32154		paesaggio urbano;metropoli	paesaggio urbano;metropoli
L01157	S154	Autobiografia di uno spettatore	altro	F. Fellini, Quattro film	F. Fellini, Quattro film	1974	Sanremo			nominato	comune		x			sì	sì	no	Terrestri localizzabili	34030	34037		paesaggio urbano;metropoli	paesaggio urbano;metropoli
L01158	S154	Autobiografia di uno spettatore	altro	F. Fellini, Quattro film	F. Fellini, Quattro film	1974	Parigi			nominato	comune	sì				sì	sì	no	Terrestri localizzabili	-	-		paesaggio urbano;metropoli	paesaggio urbano;metropoli
L01159	V020	Eremita a Parigi	romanzo	V020	Eremita a Parigi	1974	Parigi			nominato	comune		x		x	sì	sì	no	Terrestri localizzabili	56	62		metropoli	metropoli
L01160	V020	Eremita a Parigi	romanzo	V020	Eremita a Parigi	1974	studio	Parigi	L01159	generico			x		x	sì	sì	-	Terrestri generici	5210	5216		metropoli	metropoli
L01161	S155	La pompa di benzina	altro	«Corriere della sera»	«Corriere della sera»	1974	città			generico			x			no	sì	-	Terrestri generici	2284	2289		paesaggio urbano;mare	paesaggio urbano;mare
L01162	S155	La pompa di benzina	altro	«Corriere della sera»	«Corriere della sera»	1974	vettura			generico				x		no	sì	-	Terrestri generici	4365	4372		paesaggio urbano;mare	paesaggio urbano;mare
L01163	S155	La pompa di benzina	altro	«Corriere della sera»	«Corriere della sera»	1974	mare			generico						no	sì	-	Terrestri generici	4543	4547		paesaggio urbano;mare	paesaggio urbano;mare
L01164	S155	La pompa di benzina	altro	«Corriere della sera»	«Corriere della sera»	1974	stazione di servizio			generico					x	no	sì	-	Terrestri generici	5302	5322		paesaggio urbano;mare	paesaggio urbano;mare
L01165	S156	La glaciazione	altro	«Corriere della sera»	«Corriere della sera»	1975	cucina	casa	L01166	generico				x		no	sì	-	Terrestri generici	58	64		mare	mare
