id	Fonte	Titolo Fonte	Pubblicazione Fonte	Pubblicazioni Id	Pubblicazioni Titoli	year	Occorrenza	Parte di	Parte di ID	nominato/Generico	Scala	Luogo desunto	I	C	F	Localizzabile	Terrestre	Inventato	Categoria	Start	End	Nota	Tema	Tema_old
L00000	S001	Passatempi	altro	«Roma fascista»	«Roma fascista»	1943	strapiombo			generico			x			no	sì	-	Terrestri generici	32	42		nessuno	nessuno
L00001	S001	Passatempi	altro	«Roma fascista»	«Roma fascista»	1943	piazza			generico					x	no	sì	-	Terrestri generici	2048	2054		nessuno	nessuno
L00002	S001	Passatempi	altro	«Roma fascista»	«Roma fascista»	1943	bar			generico					x	no	sì	-	Terrestri generici	2120	2023		nessuno	nessuno
L00003	S002	Dieci soldi in plastilina	altro	«Roma fascista»	«Roma fascista»	1943	casa			generico						no	sì	-	Terrestri generici	2944	2948		nessuno	nessuno
L00004	S003	Invece era un'altra	altro	«Roma fascista»	«Roma fascista»	1943	prato			generico			x		x	no	sì	-	Terrestri generici	172	177		nessuno	nessuno
L00005	S004	Angoscia in caserma	raccolta	«Aretusa»;V002	«Aretusa»;Ultimo viene il corvo	1945	caserma			generico			x			no	sì	-	Terrestri generici	3634	3641		guerra	guerra
L00006	S004	Angoscia in caserma	raccolta	«Aretusa»;V002	«Aretusa»;Ultimo viene il corvo	1945	alberghetto			generico				x		no	sì	-	Terrestri generici	17804	17815		guerra	guerra
L00007	S004	Angoscia in caserma	raccolta	«Aretusa»;V002	«Aretusa»;Ultimo viene il corvo	1945	paese			generico				x		no	sì	-	Terrestri generici	18019	18024		guerra	guerra
L00008	S004	Angoscia in caserma	raccolta	«Aretusa»;V002	«Aretusa»;Ultimo viene il corvo	1945	collina			generico					x	no	sì	-	Terrestri generici	18610	18617		guerra	guerra
L00009	S005	Andato al comando	raccolta	«Politecnico»;V002;V006	«Politecnico»;Ultimo viene il corvo;I racconti	1946	bosco			generico			x		x	no	sì	-	Terrestri generici	21	26		guerra	guerra
L00010	S005	Andato al comando	raccolta	«Politecnico»;V002;V006	«Politecnico»;Ultimo viene il corvo;I racconti	1946	radura	bosco	L00009	generico			x			no	sì	-	Terrestri generici	1701	1707		guerra	guerra
L00011	S005	Andato al comando	raccolta	«Politecnico»;V002;V006	«Politecnico»;Ultimo viene il corvo;I racconti	1946	brughiera	bosco	L00009	generico						no	sì	-	Terrestri generici	5560	5569		guerra	guerra
L00012	S006	Di padre in figlio	raccolta	«L'Unità» (Milano);V002	«L'Unità» (Milano);Ultimo viene il corvo	1946	vallata			generico			x			no	sì	-	Terrestri generici	678	685		natura ligure	natura ligure
L00013	S006	Di padre in figlio	raccolta	«L'Unità» (Milano);V002	«L'Unità» (Milano);Ultimo viene il corvo	1946	stalla	vallata	L00011	generico					x	no	sì	-	Terrestri generici	6163	6169		natura ligure	natura ligure
L00014	S007	Paura sul sentiero	raccolta	«Darsena nuova»;V002;V006	«Darsena nuova»;Ultimo viene il corvo;I racconti	1946	Colla Bracca			nominato	comune		x			sì	sì	no	Terrestri localizzabili	51	63		guerra;natura ligure	guerra;natura ligure
L00015	S007	Paura sul sentiero	raccolta	«Darsena nuova»;V002;V006	«Darsena nuova»;Ultimo viene il corvo;I racconti	1946	San Faustino			nominato	comune (chiesa)					sì	sì	no	Terrestri localizzabili	178	190	sì	guerra;natura ligure	guerra;natura ligure
L00016	S007	Paura sul sentiero	raccolta	«Darsena nuova»;V002;V006	«Darsena nuova»;Ultimo viene il corvo;I racconti	1946	Perallo			nominato	comune					sì	sì	no	Terrestri localizzabili	226	233		guerra;natura ligure	guerra;natura ligure
L00017	S007	Paura sul sentiero	raccolta	«Darsena nuova»;V002;V006	«Darsena nuova»;Ultimo viene il corvo;I racconti	1946	Creppo			nominato	comune					sì	sì	no	Terrestri localizzabili	235	241		guerra;natura ligure	guerra;natura ligure
L00018	S007	Paura sul sentiero	raccolta	«Darsena nuova»;V002;V006	«Darsena nuova»;Ultimo viene il corvo;I racconti	1946	Castagna			nominato	territorio (colle)				x	sì	sì	no	Terrestri localizzabili	295	303	sì	guerra;natura ligure	guerra;natura ligure
L00019	S007	Paura sul sentiero	raccolta	«Darsena nuova»;V002;V006	«Darsena nuova»;Ultimo viene il corvo;I racconti	1946	vallate			generico						no	sì	-	Terrestri generici	1265	1272		guerra;natura ligure	guerra;natura ligure
L00020	S007	Paura sul sentiero	raccolta	«Darsena nuova»;V002;V006	«Darsena nuova»;Ultimo viene il corvo;I racconti	1946	Tumena (Val)			nominato	territorio					sì	sì	no	Terrestri localizzabili	5071	5077		guerra;natura ligure	guerra;natura ligure
L00021	S007	Paura sul sentiero	raccolta	«Darsena nuova»;V002;V006	«Darsena nuova»;Ultimo viene il corvo;I racconti	1946	bosco			generico						no	sì	-	Terrestri generici	7808	7813		guerra;natura ligure	guerra;natura ligure
L00022	S007	Paura sul sentiero	raccolta	«Darsena nuova»;V002;V006	«Darsena nuova»;Ultimo viene il corvo;I racconti	1946	casolare	Castagna	L00018	generico						sì	sì	-	Terrestri generici	11864	11872		guerra;natura ligure	guerra;natura ligure
L00023	S008	E il settimo si riposò	altro	«Unità» (Torino)	«Unità» (Torino)	1946	impalcature (casa in costruzione)			generico			x		x	no	sì	-	Terrestri generici	683	694		natura ligure;paesaggio urbano;	natura ligure;paesaggio urbano;protagonista bambino
L00024	S008	E il settimo si riposò	altro	«Unità» (Torino)	«Unità» (Torino)	1946	campagna			generico						no	sì	-	Terrestri generici	6471	6479		natura ligure;paesaggio urbano;	natura ligure;paesaggio urbano;protagonista bambino
L00025	S008	E il settimo si riposò	altro	«Unità» (Torino)	«Unità» (Torino)	1946	vallata			generico						no	sì	-	Terrestri generici	7751	7758		natura ligure;paesaggio urbano;	natura ligure;paesaggio urbano;protagonista bambino
L00026	S008	E il settimo si riposò	altro	«Unità» (Torino)	«Unità» (Torino)	1946	periferia			generico						no	sì	-	Terrestri generici	8492	8501		natura ligure;paesaggio urbano;	natura ligure;paesaggio urbano;protagonista bambino
L00027	S008	E il settimo si riposò	altro	«Unità» (Torino)	«Unità» (Torino)	1946	pista da ballo	periferia	L00026	generico						no	sì	-	Terrestri generici	8510	8515		natura ligure;paesaggio urbano;	natura ligure;paesaggio urbano;protagonista bambino
L00028	S008	E il settimo si riposò	altro	«Unità» (Torino)	«Unità» (Torino)	1946	giardinetti	periferia	L00026	generico						no	sì	-	Terrestri generici	10863	10874		natura ligure;paesaggio urbano;	natura ligure;paesaggio urbano;protagonista bambino
L00029	S009	Uomo nei gerbidi	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1946	Colla Bella			nominato	territorio (colle)		x		x	sì	sì	no	Terrestri localizzabili	480	491		natura ligure;	natura ligure;protagonista bambino
L00030	S010	Campo di mine	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1946	montagna			generico			x		x	no	sì	-	Terrestri generici	294	302		guerra;natura ligure	natura ligure
L00031	S010	Campo di mine	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1946	sentieri	montagna	L00030	generico					x	no	sì	-	Terrestri generici	1831	1839		guerra;natura ligure	natura ligure
L00032	S010	Campo di mine	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1946	vallone	montagna	L00030	generico					x	no	sì	-	Terrestri generici	6737	6744		guerra;natura ligure	natura ligure
L00033	S011	I fratelli Bagnasco	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1946	casa			generico			x			no	sì	-	Terrestri generici	93	97		natura ligure	natura ligure
L00034	S011	I fratelli Bagnasco	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1946	mulattiera			generico				x		no	sì	-	Terrestri generici	3165	3175		natura ligure	natura ligure
L00035	S011	I fratelli Bagnasco	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1946	osteria			generico						no	sì	-	Terrestri generici	6077	6084		natura ligure	natura ligure
L00036	S011	I fratelli Bagnasco	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1946	campo			generico						no	sì	-	Terrestri generici	8025	8030		natura ligure	natura ligure
L00037	S011	I fratelli Bagnasco	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1946	chiesa S. Cosimo e Damiano			nominato	landmark				x	sì	sì	no	Terrestri localizzabili	8825	8845		natura ligure	natura ligure
L00038	S012	Ragionamento del cugino	altro	«Unità» (Torino)	«Unità» (Torino)	1946	mare			generico			x		x	no	sì	-	Terrestri generici	228	232	sì	guerra;paesaggio urbano;	guerra;paesaggio urbano;protagonista bambino
L00039	S012	Ragionamento del cugino	altro	«Unità» (Torino)	«Unità» (Torino)	1946	Sette Pennelli			nominato	landmark (molo)					no	sì	no	Terrestri localizzabili	902	916		guerra;paesaggio urbano;	guerra;paesaggio urbano;protagonista bambino
L00040	S013	Cinque dopodomani: guerra finita!	altro	«Unità» (Torino)	«Unità» (Torino)	1946	casone			generico			x			no	sì	-	Terrestri generici	1030	1036		guerra	guerra
L00041	S014	Alba sui rami nudi	raccolta	«Agorà»;V002	«Agorà»;Ultimo viene il corvo	1947	frutteto	casolare		generico			x	x		no	sì	-	Terrestri generici	509	517	sì	guerra;natura ligure	guerra;natura ligure
L00042	S014	Alba sui rami nudi	raccolta	«Agorà»;V002	«Agorà»;Ultimo viene il corvo	1947	Paraggio			nominato						no	sì	no	Terrestri localizzabili	1771	1779		guerra;natura ligure	guerra;natura ligure
L00043	S014	Alba sui rami nudi	raccolta	«Agorà»;V002	«Agorà»;Ultimo viene il corvo	1947	casolare	campagna		generico						no	sì	-	Terrestri generici	5120	5128		guerra;natura ligure	guerra;natura ligure
L00044	S014	Alba sui rami nudi	raccolta	«Agorà»;V002	«Agorà»;Ultimo viene il corvo	1947	mulattiera	campagna		generico						no	sì	-	Terrestri generici	10356	10366		guerra;natura ligure	guerra;natura ligure
L00045	S014	Alba sui rami nudi	raccolta	«Agorà»;V002	«Agorà»;Ultimo viene il corvo	1947	campagna			generico						no	sì	-	Terrestri generici	12116	12124		guerra;natura ligure	guerra;natura ligure
L00046	S015	Come non fui Noè (Buon a nulla)	altro	«Graal. Rivista d’arte e pensiero»	«Graal. Rivista d’arte e pensiero»	1947	via	città	L00050	generico			x			no	sì	-	Terrestri generici	58	61		paesaggio urbano	paesaggio urbano
L00047	S015	Come non fui Noè (Buon a nulla)	altro	«Graal. Rivista d’arte e pensiero»	«Graal. Rivista d’arte e pensiero»	1947	crocicchio	città	L00050	generico						no	sì	-	Terrestri generici	401	411		paesaggio urbano	paesaggio urbano
L00048	S015	Come non fui Noè (Buon a nulla)	altro	«Graal. Rivista d’arte e pensiero»	«Graal. Rivista d’arte e pensiero»	1947	strada	città	L00050	generico						no	sì	-	Terrestri generici	1749	1755		paesaggio urbano	paesaggio urbano
L00049	S015	Come non fui Noè (Buon a nulla)	altro	«Graal. Rivista d’arte e pensiero»	«Graal. Rivista d’arte e pensiero»	1947	piazza	città	L00050	generico						no	sì	-	Terrestri generici	3176	3182		paesaggio urbano	paesaggio urbano
L00050	S015	Come non fui Noè (Buon a nulla)	altro	«Graal. Rivista d’arte e pensiero»	«Graal. Rivista d’arte e pensiero»	1947	città			generico						no	sì	-	Terrestri generici	4830	4835		paesaggio urbano	paesaggio urbano
L00051	S016	Ultimo viene il corvo	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1947	(corso d') acqua			generico			x			no	sì	-	Terrestri generici	101	106		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00052	S016	Ultimo viene il corvo	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1947	valle			generico						no	sì	-	Terrestri generici	2967	2972		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00053	S016	Ultimo viene il corvo	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1947	baita			generico						no	sì	-	Terrestri generici	4165	4170		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00054	S016	Ultimo viene il corvo	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1947	prati			generico						no	sì	-	Terrestri generici	5213	5218		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00055	S016	Ultimo viene il corvo	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1947	strada			generico						no	sì	-	Terrestri generici	5913	5919		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00056	S016	Ultimo viene il corvo	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1947	bosco			generico						no	sì	-	Terrestri generici	6958	6963		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00057	S016	Ultimo viene il corvo	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1947	valletta			generico						no	sì	-	Terrestri generici	7096	7104		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00058	S016	Ultimo viene il corvo	raccolta	«L'Unità» (Milano);V002;V006	«L'Unità» (Milano);Ultimo viene il corvo;I racconti	1947	radura			generico					x	no	sì	-	Terrestri generici	7238	7244		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00059	S017	Visti alla mensa	raccolta	«L'Unità» (Milano);V002	«L'Unità» (Milano);Ultimo viene il corvo	1947	Torino (città)			nominato	comune	sì				sì	sì	no	Terrestri localizzabili	405	410		guerra;paesaggio urbano	guerra;paesaggio urbano
L00060	S017	Visti alla mensa	raccolta	«L'Unità» (Milano);V002	«L'Unità» (Milano);Ultimo viene il corvo	1947	mensa	Torino	L00059	generico			x		x	sì	sì	-	Terrestri generici	2117	2122	sì	guerra;paesaggio urbano	guerra;paesaggio urbano
L00061	S018	L'occhio del padrone	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1947	vigna	vallata	L00062	generico						no	sì	-	Terrestri generici	1332	1337		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00062	S018	L'occhio del padrone	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1947	vallata			generico						no	sì	-	Terrestri generici	1662	1669		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00063	S018	L'occhio del padrone	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1947	fascia	vallata	L00062	generico					x	no	sì	-	Terrestri generici	3189	3195		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00064	S019	Come un volo d'anitre	altro	«Il Settimanale»	«Il Settimanale»	1947	celle	caserma	L00066	generico						no	sì	-	Terrestri generici	130	135		guerra	guerra
L00065	S019	Come un volo d'anitre	altro	«Il Settimanale»	«Il Settimanale»	1947	accampamento			generico						no	sì	-	Terrestri generici	2745	2757		guerra	guerra
L00066	S019	Come un volo d'anitre	altro	«Il Settimanale»	«Il Settimanale»	1947	caserma			generico						no	sì	-	Terrestri generici	3090	3097		guerra	guerra
L00067	S019	Come un volo d'anitre	altro	«Il Settimanale»	«Il Settimanale»	1947	villette			generico						no	sì	-	Terrestri generici	5906	5914		guerra	guerra
L00068	S019	Come un volo d'anitre	altro	«Il Settimanale»	«Il Settimanale»	1947	montagna			generico						no	sì	-	Terrestri generici	9088	9096		guerra	guerra
L00069	S019	Come un volo d'anitre	altro	«Il Settimanale»	«Il Settimanale»	1947	valle	montagna	L00068	generico						no	sì	-	Terrestri generici	9153	9158		guerra	guerra
L00070	S020	La fame a Bévera	raccolta	«L'Unità» (Genova);V002	«L'Unità» (Genova);Ultimo viene il corvo	1947	Val Bévera			nominato	territorio		x			sì	sì	no	Terrestri localizzabili	825	835		guerra;natura ligure	guerra;natura ligure
L00071	S020	La fame a Bévera	raccolta	«L'Unità» (Genova);V002	«L'Unità» (Genova);Ultimo viene il corvo	1947	strada	Val Bévera	L00070	generico						sì	sì	-	Terrestri generici	3773	3779		guerra	guerra
L00072	S020	La fame a Bévera	raccolta	«L'Unità» (Genova);V002	«L'Unità» (Genova);Ultimo viene il corvo	1947	mulattiera	Val Bévera	L00070	generico						sì	sì	-	Terrestri generici	4632	4642		guerra	guerra
L00073	S020	La fame a Bévera	raccolta	«L'Unità» (Genova);V002	«L'Unità» (Genova);Ultimo viene il corvo	1947	Bévera	Val Bévera	L00070	nominato	comune		x		x	sì	sì	no	Terrestri localizzabili	6659	6665		guerra;natura ligure	guerra;natura ligure
L00074	S021	Furto in una pasticceria	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1947	via			generico			x			no	sì	-	Terrestri generici	186	189		paesaggio urbano	paesaggio urbano
L00075	S021	Furto in una pasticceria	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1947	cortile			generico						no	sì	-	Terrestri generici	1224	1231		paesaggio urbano	paesaggio urbano
L00076	S021	Furto in una pasticceria	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1947	retrobottega	pasticceria	L00077	generico						no	sì	-	Terrestri generici	1276	1288		paesaggio urbano	paesaggio urbano
L00077	S021	Furto in una pasticceria	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1947	pasticceria			generico						no	sì	-	Terrestri generici	6428	6439		paesaggio urbano	paesaggio urbano
L00078	S022	Un bastimento carico di granchi	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1947	carrugi	Sanremo	L00082	generico			x			sì	sì	-	Terrestri generici	203	210		paesaggio urbano;mare	paesaggio urbano;protagonista bambino;mare
L00079	S022	Un bastimento carico di granchi	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1947	bastimento	mare	L00081	generico				x		no	sì	-	Terrestri generici	1906	1916		paesaggio urbano;mare	paesaggio urbano;protagonista bambino;mare
L00080	S022	Un bastimento carico di granchi	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1947	porto	Sanremo	L00082	generico						sì	sì	-	Terrestri generici	1931	1936		paesaggio urbano;mare	paesaggio urbano;protagonista bambino;mare
L00081	S022	Un bastimento carico di granchi	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1947	mare			generico					x	no	sì	-	Terrestri generici	3234	3238		paesaggio urbano;mare	paesaggio urbano;protagonista bambino;mare
L00082	S022	Un bastimento carico di granchi	raccolta	«L'Unità» (Genova);V002;V006	«L'Unità» (Genova);Ultimo viene il corvo;I racconti	1947	Sanremo			nominato	comune	sì				sì	sì	no	Terrestri localizzabili	-	-		paesaggio urbano;mare	paesaggio urbano;protagonista bambino;mare
L00083	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	bottega	città	L00092	generico						no	sì	-	Terrestri generici	645	652	sì	guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00084	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	carrugio	città	L00092	generico						no	sì	-	Terrestri generici	1099	1107		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00085	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	osteria	città	L00092	generico						no	sì	-	Terrestri generici	4376	4383		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00086	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	vicoli	città	L00092	generico			x			no	sì	-	Terrestri generici	9728	9734		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00087	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	camera	città	L00092	generico				x		no	sì	-	Terrestri generici	17225	17231		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00088	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	stradine	vallata	L00089	generico						no	sì	-	Terrestri generici	32977	32985		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00089	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	vallata			generico						no	sì	-	Terrestri generici	33675	33682		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00090	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	comando	città	L00092	generico						no	sì	-	Terrestri generici	40330	40337		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00091	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	prigione	città	L00092	generico						no	sì	-	Terrestri generici	47312	47320		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00092	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	città			generico						no	sì	-	Terrestri generici	56235	56240		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00093	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	campo	vallata	L00089	generico						no	sì	-	Terrestri generici	72239	72244		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00094	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	beudo	vallata	L00089	generico						no	sì	-	Terrestri generici	83340	83345		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00095	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	casolare	vallata	L00089	generico						no	sì	-	Terrestri generici	91469	91477		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00096	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	accampamento	vallata	L00089	generico						no	sì	-	Terrestri generici	107820	107832		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00097	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	fienile	vallata	L00089	generico						no	sì	-	Terrestri generici	143201	143208		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00098	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	montagna			generico						no	sì	-	Terrestri generici	161806	161814		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00099	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	sentieri	montagna	L00098	generico						no	sì	-	Terrestri generici	181147	181155		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00100	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	cucina	vallata	L00089	generico						no	sì	-	Terrestri generici	197165	197171		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00101	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	prati	vallata	L00089	generico						no	sì	-	Terrestri generici	206884	206889		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00102	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	passo della Mezzaluna	vallata	L00089	nominato	landmark					sì	sì	no	Terrestri localizzabili	209845	209866		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00103	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	costruzione	vallata	L00089	generico						no	sì	-	Terrestri generici	222565	222576		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00104	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	casa	vallata	L00089	generico						no	sì	-	Terrestri generici	236973	236977		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00105	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	torrente	vallata	L00089	generico						no	sì	-	Terrestri generici	238511	238519		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00106	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	carrugio	città	L00092	generico						no	sì	-	Terrestri generici	240253	240261		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00107	V001	Il sentiero dei nidi di ragno	romanzo	V001	Il sentiero dei nidi di ragno	1947	campagna	vallata	L00089	generico						no	sì	-	Terrestri generici	249089	249097		guerra;natura ligure;paesaggio urbano;	guerra;natura ligure;paesaggio urbano;protagonista bambino
L00108	S023	I figli poltroni	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	casa	città	L00111	generico			x		x	no	sì	-	Terrestri generici	1174	1178		natura ligure	natura ligure
L00109	S023	I figli poltroni	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	caffè Imperia	città	L00111	nominato	landmark					no	sì	sì	Terrestri Inventati	7332	7345		natura ligure	natura ligure
L00110	S023	I figli poltroni	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	cinema	città	L00111	generico						no	sì	-	Terrestri generici	8857	8863		natura ligure	natura ligure
L00111	S023	I figli poltroni	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	città			generico						no	sì	-	Terrestri generici	9522	9527		natura ligure	natura ligure
L00112	S024	Il giardino incantato	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	strada ferrata (ferrovia)			generico			x			no	sì	-	Terrestri generici	64	78		nessuno	protagonista bambino
L00113	S024	Il giardino incantato	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	giardino			generico						no	sì	-	Terrestri generici	2250	2258		nessuno	protagonista bambino
L00114	S024	Il giardino incantato	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	spiaggia			generico					x	no	sì	-	Terrestri generici	8236	8244		nessuno	protagonista bambino
L00115	S025	Impiccagione di un giudice	raccolta	«Rinascita»;V002	«Rinascita»;Ultimo viene il corvo	1948	città			generico						no	sì	-	Terrestri generici	160	165		paesaggio urbano	paesaggio urbano
