ID opera,title,year,lenght,come-dubbio,come-negazione,come-riformulazione,cosa-dubbio,cosa-negazione,cosa-riformulazione,senso-dubbio,senso-negazione,senso-riformulazione,come-dubbio,come-negazione,come-riformulazione,cosa-dubbio,cosa-negazione,cosa-riformulazione,senso-dubbio,senso-negazione,senso-riformulazione,come-dubbio,come-negazione,come-riformulazione,cosa-dubbio,cosa-negazione,cosa-riformulazione,senso-dubbio,senso-negazione,senso-riformulazione,come-dubbio,come-negazione,come-riformulazione,cosa-dubbio,cosa-negazione,cosa-riformulazione,senso-dubbio,senso-negazione,senso-riformulazione,prop_occ_x,prop_occ_y,cont_occ_x,cont_occ_y,cont_e_prop_occ_x,cont_e_prop_occ_y,prop_car_x,prop_car_y,cont_car_x,cont_car_y,cont_e_prop_car_x,cont_e_prop_car_y
S072,Le notti dell'UNPA,1954,39484,0,0.07692307692,0,0.4615384615,0.1538461538,0.2307692308,0,0,0.07692307692,0,1,0,6,2,3,0,0,1,0,2.38,0,34.5,8.27,47.69,0,0,7.15,0,15,0,217,52,300,0,0,45,-0.0344229206928054,0.00631311850945685,-0.0186920666432416,0.00101397408126226,-0.00046654275023414,-0.0248662023564597,-0.00961213670902367,0.0667884388205923,-0.0233855320292024,-0.000306414264142186,-0.00920404878626806,-0.0103757559245207
S073,La bomba addormentata nel bosco,1954,8394,0,0,0,0.3333333333,0.3333333333,0.3333333333,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,55.79,2.11,42.11,0,0,0,0,0,0,53,2,40,0,0,0,-0.0250966212076279,0.0358133162173269,-0.0365999490933995,-0.00345899552828831,-0.0235101055021937,-0.018202940991009,-0.0568588358648289,0.0784229403465231,-0.0317782409563476,9.99220359242303e-05,-0.0298411869135777,-0.0291751582128076
S074,Libertà! Libertà!,1954,4546,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,75,0.0630311588291357,0.051162749242121,-0.0388324401383816,-0.0034582235836859,-0.0584711888636449,0.0417512101958041,0.0816035613783548,-0.0440831205774375,-0.0319618762432325,0.000105965535132541,-0.0396828726285439,0.0509405825736343
S075,I mozzatori di nasi,1954,3962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,195,0,0,0,0.000971214914684343,0.163790421161898,-0.0373293469857473,-0.00348202958356029,-0.0682138340416676,0.00764447561223441,0.0550391676228372,0.149986743679571,-0.0296408954094902,4.90273191451418e-05,-0.0581792244414224,0.0259503722565642
S077,Il dittatore,1954,4114,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,397,0,0,0,0,0,-0.106878567777657,-0.0180735747855006,-0.0373749988049937,-0.00335082696341119,-0.0447729174885465,-0.0423961989345131,-0.113979906032912,0.00406945001032946,-0.0304051872599564,4.71924693615605e-06,-0.0422609203716496,-0.0478943073688914
S078,Lo jus primae noctis,1954,7027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,125,0,0,0.00874515909600502,0.0790807035015935,-0.0382741737172283,-0.00617787572777041,-0.0663261899747422,0.0161044646307024,0.0285323480811641,-0.0017724041863982,-0.0305002943681491,-0.000325139885184696,-0.0568902762218249,0.023791479760128
S079,L'adultera,1954,6306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,106,0.0630311588291357,0.051162749242121,-0.0388324401383816,-0.0034582235836859,-0.0584711888636449,0.0417512101958041,0.0816035613783548,-0.0440831205774376,-0.031624273255271,6.12419097598623e-05,-0.0394036782581067,0.0511217811588904
S080,La lente d'ingrandimento,1954,4042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,89,0.0630311588291357,0.051162749242121,-0.0388324401383816,-0.0034582235836859,-0.0584711888636449,0.0417512101958041,0.0816035613783548,-0.0440831205774375,-0.0318093966677203,8.68001909888022e-05,-0.03955722565618,0.051026673972162
S081,I Marziani,1954,4019,0,0,0.375,0,0.25,0.25,0.125,0,0,0,0,3,0,2,2,1,0,0,0,0,16.16,0,50.7,20.06,13.09,0,0,0,0,58,0,182,72,47,0,0,0.0565930796650593,0.0670101685758166,-0.0250839370688938,0.00111700408753603,-0.0245176794458654,0.0269843910171693,0.0557597503619065,0.0115229753901412,-0.0255256388290786,0.000447402520074852,-0.0205787780159354,0.0204000176663297
S082,La domenica delle follie,1954,6485,0,0,0,0.75,0.25,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,77.31,22.69,0,0,0,0,0,0,0,276,81,0,0,0,0,-0.0761436740797842,-0.0264244967886992,-0.0371073250702026,-0.00347752268331636,-0.0310358233516574,-0.0362196713929689,-0.0925294207430659,-0.01331962853648,-0.0296140910602594,-0.000242970796699144,-0.0262731389210114,-0.0449574847257298
S083,Il coniglio velenoso,1954,16872,0,0,0,0.6,0.2,0,0,0,0.2,0,0,0,3,1,0,0,0,1,0,0,0,70.29,12.55,0,0,0,17.15,0,0,0,168,30,0,0,0,41,-0.0346561546297418,-0.0374059949125568,-0.03564410690308,-0.00322099506394268,-0.0149521483557415,-0.0174377827810237,-0.0643068142196714,-0.0314779448421483,-0.0307677581908341,-5.89128526924183e-05,-0.0113174435535364,-0.0290135081937301
S084,L'avventura di un fotografo,1955,26301,0,0,0.04166666667,0.04166666667,0.2083333333,0.4166666667,0.04166666667,0.04166666667,0.2083333333,0,0,1,1,5,10,1,1,5,0,0,2.66,0.71,21.03,41.72,1.38,8.64,23.87,0,0,56,15,443,879,29,182,503,0.0868617230702299,0.0434263115583299,0.000362124135141071,-0.0128754994801515,0.010726110837075,0.0408631930469244,0.0896363123900575,0.0340795346493284,0.00766977954591766,-0.00910969343425723,0.0156002526813367,0.0473434494480073
S086,Luna e Gnac,1957,10513,0,0,0,0.3333333333,0,0,0,0,0.6666666667,0,0,0,1,0,0,0,0,2,0,0,0,40.8,0,0,0,0,59.2,0,0,0,71,0,0,0,0,103,0.00416940364167741,-0.0112930681774456,-0.0368664410120125,-0.0031040976872837,-0.02892251001458,0.00897677832794597,-0.014369965068293,-0.0475747957489836,-0.0312320191804377,1.48365596775073e-05,-0.0146661205874881,0.000785129371024738
S089,Dialogo sul satellite,1958,8266,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,258,0,0,0,0,0.0158858248637972,0.0495382842488722,-0.0385673747068938,-0.00370861793108022,-0.0635541263112321,0.0100732940679786,0.0221194631539799,-0.0165184569556444,-0.0279551297072373,-0.000676776464635541,-0.0478749128005179,0.00596316951370029
S090,Monologo notturno d'un nobile scozzese,1958,7421,0,0,0,0.4,0.2,0.2,0,0,0.2,0,0,0,2,1,1,0,0,1,0,0,0,65.83,4.63,24.71,0,0,4.83,0,0,0,341,24,128,0,0,25,-0.00644414777857164,0.000110200939650992,-0.0346546655925012,-0.00312664937923917,-0.00446414072539398,-0.00972984544136853,-0.0618846112411751,0.0403916407773448,-0.027966621806142,-0.000239859580734579,-0.0184803875674151,-0.031140069046301
S091,Una bella giornata di marzo,1958,6351,0,0,0,0.5217391304,0.347826087,0.04347826087,0.04347826087,0,0.04347826087,0,0,0,12,8,1,1,0,1,0,0,0,62.24,27.13,2.25,4.59,0,3.78,0,0,0,773,337,28,57,0,47,-0.0418499855649777,-0.0225171499065128,-0.016091680897155,-0.00806470752058214,-0.00552802688854508,-0.0300397509011952,-0.0699359450329145,-0.0198080993141065,-0.0200512162273135,-0.00151169691484186,-0.00841382128100768,-0.0396511452339356
S092,La gallina di reparto,1958,17022,0,0,0.125,0.125,0.125,0.5,0.125,0,0,0,0,1,1,1,4,1,0,0,0,0,1.4,9.4,6.48,79.29,3.43,0,0,0,0,11,74,51,624,27,0,0,0.0237459742856705,0.0747668020893348,-0.0278305218764822,-0.00462050538623712,-0.0194401128878578,0.0109461960915954,0.0408821008001064,0.113358208482312,-0.0209274813815965,-0.000281893091455945,-0.030694761817221,0.0170034250901838
S093,La notte dei numeri,1958,21230,0,0,0,0.6666666667,0.3333333333,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,25.48,74.52,0,0,0,0,0,0,0,53,155,0,0,0,0,-0.06918380550901,-0.0254469471683422,-0.0375954299350348,-0.00355298377159349,-0.0313044657189864,-0.0340609523277418,-0.0268302871422192,-0.0235424305426012,-0.0295668204525624,-0.000441251808774115,-0.0275709273937085,-0.0189040465307015
S094,L'avventura di un lettore,1958,29812,0,0,0,0.32,0.08,0.56,0,0,0.04,0,0,0,8,2,14,0,0,1,0,0,0,37.58,6.67,50.46,0,0,5.29,0,0,0,930,165,1249,0,0,131,-0.0268711059864184,0.0613123849011128,-0.0143642092973718,-0.0268574186771181,-0.0133117450631547,-0.0227868408265474,-0.0185130892624949,0.0737894648820999,-0.00565907447258343,0.00204581726736882,-0.00326246535329601,-0.0200079257569714
S095,La nuvola di smog,1958,101390,0.03921568627,0.01960784314,0.03921568627,0.2941176471,0.2745098039,0.2156862745,0.03921568627,0.01960784314,0.05882352941,2,1,2,15,14,11,2,1,3,0.58,0.84,6.43,14.51,32.14,19.02,16.34,2.36,7.78,23,33,254,573,1269,751,645,93,307,0.0161959400509762,-0.0072044138977703,0.0453639707552844,-0.014310163107341,0.0490513390121753,-0.00524740010963651,0.0359959480606771,-0.00485859441151922,0.0403136212192547,0.00565307416382443,0.0435577745070584,0.0127327542372043
S097,L'avventura di un viaggiatore,1958,30293,0,0,0.02941176471,0.2647058824,0.3529411765,0.2647058824,0,0.02941176471,0.05882352941,0,0,1,9,12,9,0,1,2,0,0,1.11,12.7,34.31,35.41,0,2.3,14.17,0,0,25,287,775,800,0,52,320,0.0205549447592487,0.00442063702159654,0.00722316020850174,-0.0149179299519894,0.0186527918874618,-0.00164712989932486,0.0449545894341067,0.0307030226953819,0.00248467104693833,-0.00225563215928248,0.0123815174879575,0.0148520177756284
S098,La villeggiatura in panchina,1958,14003,0,0,0,0.7142857143,0.1428571429,0.1428571429,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,52.61,19.13,28.26,0,0,0,0,0,0,121,44,65,0,0,0,-0.0712147191778763,-0.00669357719596382,-0.0346526142179887,-0.00318079557280845,-0.0205635643521709,-0.0366206843252006,-0.0509152772771363,0.0416374616616682,-0.0301890325732529,-0.000142832456708753,-0.0162985507410076,-0.0304497026972259
S099,Va' così che vai bene,1958,27454,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,140,0,0,0,0,0,-0.106878567777657,-0.0180735747855006,-0.0373749988049937,-0.00335082696341119,-0.0447729174885465,-0.0423961989345131,-0.113979906032912,0.00406945001032948,-0.0319359519658188,0.000129035960128763,-0.0433576744365275,-0.0471713685686576
S101,L'avventura di un miope,1958,18975,0,0,0.03125,0.53125,0.21875,0.15625,0,0,0.0625,0,0,1,17,7,5,0,0,2,0,0,4.45,29.47,26.53,27.4,0,0,12.15,0,0,112,742,668,690,0,0,306,-0.0373664801600595,-0.00957454804180189,-0.00806142895148383,-0.00619600665253441,0.00586574908894185,-0.0291149825288108,0.00497715371804557,0.0180981365630958,0.00107363000055656,0.000190010758590976,0.0180319420451645,-0.00711428440422342
S102,L'avventura di una moglie,1958,14457,0,0.04545454545,0.04545454545,0.4545454545,0.2727272727,0.1363636364,0.04545454545,0,0,0,1,1,10,6,3,1,0,0,0,5.64,6.73,31.11,36.32,16.43,3.76,0,0,0,78,93,430,502,227,52,0,0,-0.0316225699487384,-0.0073602751664193,-0.00700769933243856,-0.00097528191525364,0.00744150022264035,-0.0273058562243729,-0.0137136537270319,0.00552634484568664,-0.00477004480856687,0.00354375698327128,0.0101943909539098,-0.0176555706666406
S103,L'avventura di due sposi,1958,7814,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,49.15,0,50.85,0,0,0,0,0,0,116,0,120,0,0,0,-0.0716559827352758,0.0550889815245974,-0.036361422728148,-0.00333068981431219,-0.0347229381639497,-0.0340149305707057,-0.0489076409042764,0.0910874109217194,-0.0301518587918489,4.85729403917639e-06,-0.0310562550016317,-0.0259896791413508
S104,L'avventura di un poeta,1958,11830,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,36.73,0,63.27,0,0,0,0,0,0,36,0,62,0,0,0,-0.0716559827352758,0.0550889815245974,-0.036361422728148,-0.0033306898143122,-0.0347229381639497,-0.0340149305707057,-0.026364083646133,0.103310656332135,-0.0315627988375058,8.57088481838511e-05,-0.0314590558690522,-0.0168707938074368
S105,L'avventura di uno sciatore,1959,13850,0,0,0,0.4545454545,0,0.3636363636,0.1818181818,0,0,0,0,0,5,0,4,2,0,0,0,0,0,35.45,0,49.62,14.93,0,0,0,0,0,330,0,462,139,0,0,-0.0557590172806104,0.0441744212994644,-0.0280486618627794,-0.00897949107764271,-0.0200206660803724,-0.031136784942147,-0.0190130512563239,0.0803986207525552,-0.0210852684418424,-0.000577880379976843,-0.0166391033986342,-0.0139856797136835
S106,La strada di San Giovanni,1962,39265,0.01818181818,0.01818181818,0.09090909091,0.2363636364,0.2181818182,0.1090909091,0.1090909091,0,0.2,1,1,5,13,12,6,6,0,11,0.22,1.16,4.83,12.7,30.05,12.2,8,0,30.85,11,58,242,637,1507,612,401,0,1547,0.0389290740764463,-0.0096407998366227,0.0482310880744283,-0.0012733158232713,0.0521741430450372,0.0125524596821308,0.0531909572132655,-0.0344487518338045,0.045887388254795,0.0141409741700915,0.0526835550783793,0.0263016023457633
S107,Diario in clinica,1963,10815,0,0,0,0.5,0.2142857143,0.2142857143,0,0,0.07142857143,0,0,0,7,3,3,0,0,1,0,0,0,57.43,16.41,15.63,0,0,10.53,0,0,0,518,148,141,0,0,95,-0.0382188449694948,0.00258696808001211,-0.0258775704788744,-0.00301800780585408,-0.00631944206105907,-0.0263750102913113,-0.0466115149023544,0.00489330514337414,-0.023698833812171,-0.000898940203804789,-0.00159432594774196,-0.0272623123093296
S108,Marcovaldo al supermarket,1963,10606,0,0,0.1176470588,0.5882352941,0.05882352941,0.1764705882,0,0,0.05882352941,0,0,2,10,1,3,0,0,1,0,0,11.49,36.72,21,10.7,0,0,20.08,0,0,87,278,159,81,0,0,152,-0.0405598555802175,-0.00803678971354237,-0.0233301345441759,0.00111823990939298,-0.0045245926039833,-0.0217416939698519,-0.00331403373351319,-0.0244084858412279,-0.0224746401975428,0.00114107459384957,0.0138703267333018,-0.005794509972129
S109,La pioggia e le foglie,1963,12518,0,0,0,0.4444444444,0.1111111111,0.3333333333,0,0,0.1111111111,0,0,0,4,1,3,0,0,1,0,0,0,32.24,17.18,29.34,0,0,21.24,0,0,0,167,89,152,0,0,110,-0.0298993491241243,0.0206982244837937,-0.0307691013352148,-0.00302644286645664,-0.00833834598389357,-0.0207537442081231,0.00715707850653537,0.018661462473541,-0.0264996152890763,-0.00053855429921507,0.00515542410159,-0.00219524324069608
S110,La fermata sbagliata,1963,13030,0,0,0.06896551724,0.6206896552,0.1034482759,0.1379310345,0,0,0.06896551724,0,0,2,18,3,4,0,0,2,0,0,6.62,55.17,8.02,11.99,0,0,18.2,0,0,80,667,97,145,0,0,220,-0.0433984592616946,-0.0160380325574723,-0.0134222453090359,-3.84476632207833e-05,0.00395980813109362,-0.026659631911707,-0.0341082203538951,-0.0116331614776569,-0.0198757000860738,0.00089946009977748,0.00785844842010766,-0.0179233944772749
S111,"Fumo, vento e bolle di sapone",1963,12414,0,0,0,0,0.3333333333,0.6666666667,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,30.75,69.25,0,0,0,0,0,0,0,107,241,0,0,0,0.0153106107662048,0.12281060754095,-0.0356011655364256,-0.00346613235854567,-0.0526090967244148,0.00533562249703302,0.0516282357818119,0.10424985349162,-0.0269210297215802,-0.000402017350634998,-0.0389418837247174,0.016385373940364
S112,"Un sabato di sole, sabbia e sonno",1963,7838,0,0,0.1666666667,0.3333333333,0.3333333333,0.1666666667,0,0,0,0,0,1,2,2,1,0,0,0,0,0,3.47,25.48,38.61,32.43,0,0,0,0,0,9,66,100,84,0,0,0,-0.00190422688757127,0.00313330308974032,-0.0319441444654318,-0.00163847735229403,-0.0108071755854762,-0.0058717014934052,-0.000877188524259376,0.041048863537451,-0.0288621706811545,-0.000444415858703789,-0.0141751654632622,-0.00995680540193774
S113,La città tutta per lui,1963,6089,0,0,0,0.25,0.3125,0.3125,0,0,0.125,0,0,0,4,5,5,0,0,2,0,0,0,28.42,35.04,27.67,0,0,8.87,0,0,0,189,233,184,0,0,59,0.00974824227927483,0.031529548460481,-0.0198084351013102,-0.00618204284404485,-0.00506944273451804,-0.00240932719681164,-5.14106486675784e-05,0.0243378810436298,-0.0237315247460102,-0.00096092317165168,-0.00303134237066868,-0.00938005270627278
S114,Il giardino dei gatti ostinati,1963,20899,0,0,0.1,0.4,0,0.3,0.2,0,0,0,0,1,4,0,3,2,0,0,0,0,7.63,16.88,0,56.66,18.83,0,0,0,0,47,104,0,349,116,0,0,-0.0299305368683368,0.0321434623913591,-0.027516496218047,-0.0067216957353061,-0.0109951038535384,-0.0175640190147296,0.0315767418396506,0.0865874514204791,-0.0230312911914746,0.000445271025897692,-0.0219519363355285,0.0156965923850624
S115,I figli di Babbo Natale,1963,15228,0,0,0,0.4,0.2,0.4,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,32.43,2.7,64.86,0,0,0,0,0,0,24,2,48,0,0,0,-0.0405044543054079,0.0381075165843046,-0.0346360203979727,-0.00331344464256916,-0.0203796526632755,-0.0256427612760703,-0.0160888973499272,0.101379493545746,-0.0318231839634166,0.000107902318908908,-0.0304090672745342,-0.0120991602740093
S116,Dov'è più azzurro il fiume,1963,5787,0.4,0,0,0.2,0.2,0.2,0,0,0,2,0,0,1,1,1,0,0,0,34.42,0,0,20.93,17.21,27.44,0,0,0,74,0,0,45,37,59,0,0,0,0.00800424662002795,0.0127787256855554,-0.0246696502922056,-0.000895238148907294,-0.0212063584953998,0.0092191980425957,-0.00110457490200051,0.0484428877465456,-0.0193913927932279,0.00262919966019281,-0.0193868622034431,-0.00643956853913091
S117,La città smarrita nella neve,1963,8741,0,0,0,0.4545454545,0.1818181818,0.1818181818,0,0,0.1818181818,0,0,0,5,2,2,0,0,2,0,0,0,48.8,18.92,14.82,0,0,17.47,0,0,0,405,157,123,0,0,145,-0.0165566811421149,-0.00580720209783846,-0.0285339123660787,-0.00259222564148579,-0.00104211994752045,-0.0144805892432583,-0.0286341481756386,-0.00647569021981518,-0.0239184580952012,-0.000974423958241483,0.00612492109003836,-0.0190867169250177
S118,La distanza della Luna,1964,29733,0.05405405405,0.02702702703,0.2702702703,0.1891891892,0.05405405405,0.1891891892,0.1351351351,0.02702702703,0.05405405405,2,1,10,7,2,7,5,1,2,1.19,1.67,11.45,18.89,18.67,13.8,11.45,6.06,16.81,32,45,308,508,502,371,308,163,452,0.0598493770371666,-0.00240749779567413,0.0388801337574875,0.0168970349319661,0.0473253877250241,0.0360202391360378,0.039570831584578,-0.0275596345691416,0.0258234550789357,-0.00430210699371938,0.0468561846176544,0.0235168329237142
S119,Sul far del giorno,1964,19463,0,0,0.4193548387,0.09677419355,0.09677419355,0.2258064516,0,0.03225806452,0.1290322581,0,0,13,3,3,7,0,1,4,0,0,18.81,5.56,5.67,41.27,0,7.95,20.74,0,0,362,107,109,794,0,153,399,0.0856913667366873,0.0175924126361202,0.0142855666993639,0.0165138097490984,0.023143802251695,0.0480232715839185,0.0884385486009397,0.0417028411401952,0.00662503335846647,-0.000351346565278074,0.0127346469100547,0.0540131021525215
S120,Un segno nello spazio,1964,19237,0,0,0.05555555556,0.1944444444,0.08333333333,0.1666666667,0.05555555556,0.02777777778,0.4166666667,0,0,2,7,3,6,2,1,15,0,0,2.21,4.72,8.11,25.7,5.9,6.78,46.57,0,0,58,124,213,675,155,178,1223,0.0682273695873189,-0.00672033810730162,0.011785461769524,0.00410157864012241,0.0304688478292945,0.0357821789188867,0.0918991857764694,-0.00110015993967916,0.0106505573628913,-0.01120598675673,0.02237648840999,0.0569357200535353
S121,Tutto in un punto,1964,9490,0,0,0.1,0,0.1,0.5,0,0,0.3,0,0,1,0,1,5,0,0,3,0,0,8.56,0,21.75,42.78,0,0,26.92,0,0,48,0,122,240,0,0,151,0.0718638231170112,0.0892470815878583,-0.0246573061792234,-0.00393307520052817,-0.0222820964870404,0.0377461402292404,0.0869392238981269,0.0378104435964138,-0.0234974462016638,0.000245201946731076,-0.00771856329265944,0.0399310441745925
S122,Senza colori,1965,18946,0,0,0.08333333333,0.5,0.1666666667,0.1666666667,0,0,0.08333333333,0,0,1,6,2,2,0,0,1,0,0,14.85,38.03,18.79,21.21,0,0,7.12,0,0,98,251,124,140,0,0,47,-0.0253777372167683,-0.011076130070511,-0.0270994120282478,-0.00113400732867495,0.000750633595846009,-0.0185126443025681,-0.0132237414802359,0.0116709575506917,-0.0231347044926608,0.00172665087510453,0.00243995003534999,-0.0117026505652304
S123,Fino a che dura il Sole,1965,14692,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2.41,97.59,0,0,0,0,0,0,0,6,243,0,0,0,0.0129211615366374,0.127451897197034,-0.0341532015115096,-0.00358053379850289,-0.0515603509204489,0.00491663969033691,0.0550609225276198,0.144955079151862,-0.0287603445790761,4.0941023300721e-07,-0.0547750091439078,0.0255466044310406
S124,Lo zio acquatico,1965,21396,0,0,0.1578947368,0.1052631579,0.2631578947,0.05263157895,0.2631578947,0,0.1578947368,0,0,3,2,5,1,5,0,3,0,0,3.04,15.61,32.08,4.37,26.46,0,18.45,0,0,46,236,485,66,400,0,279,0.0611301293238101,0.00318093458214556,-0.00840344847172116,-0.0089169525399263,0.00623532803116054,0.0302320108431525,0.0328756851974442,-0.0463793010681118,-0.00973467101054213,-0.00312777954851419,0.0134109798173696,0.0145035366656948
S125,La Luna come un fungo,1965,16925,0,0.07692307692,0.1538461538,0,0.5384615385,0.1538461538,0,0.07692307692,0,0,1,2,0,7,2,0,1,0,0,13.73,1.99,0,56.01,23.58,0,4.7,0,0,152,22,0,620,261,0,52,0,0.0997562931091044,0.00180815921051383,-0.00466715616946908,0.00789978479342966,-0.00759984459532628,0.0513093043968333,0.0520896388123752,0.0306351865067629,0.00187158153340452,0.00348108705070478,-0.00896295448493913,0.0203344587704717
S126,Giochi senza fine,1965,11691,0.3333333333,0,0,0,0.3333333333,0.1111111111,0,0,0.2222222222,3,0,0,0,3,1,0,0,2,3.69,0,0,0,21.74,39.39,0,0,35.18,28,0,0,0,165,299,0,0,267,0.0791406906189026,0.0154884184964123,-0.0130079652396234,0.00223549566518385,-0.0156728287147544,0.0450103713190533,0.0876200918404831,0.0317195243637474,-0.0174654168896171,-0.00190119878758619,-0.00665355150103254,0.0421899292111001
S127,I meteoriti,1965,17758,0,0,0,0.5294117647,0.05882352941,0.1764705882,0.05882352941,0.1176470588,0.05882352941,0,0,0,9,1,3,1,2,1,0,0,0,30.99,0.65,19.3,10.33,23.39,15.35,0,0,0,432,9,269,144,326,214,-0.0211431953457964,-0.0743217302353625,-0.0140068773765079,0.00110873028061349,0.00211632751895714,-0.0111044045531246,0.0104063244334604,-0.00336384598530364,-0.00224965731911627,-0.0198217054729413,0.0140866305795949,0.00793105678684792
S128,La forma dello spazio,1965,15776,0,0,0.2127659574,0.2340425532,0.06382978723,0.08510638298,0.1276595745,0.04255319149,0.2340425532,0,0,10,11,3,4,6,2,11,0,0,2.53,19.94,14.53,5.8,15.38,3.45,38.37,0,0,102,804,586,234,620,139,1547,0.0749480673281426,-0.0378170850685565,0.0371536914927187,0.0204742206994812,0.0511586326097811,0.0453404075342598,0.041794380774155,-0.0526597387991881,0.0251961120891593,-0.0139197796322115,0.0418837312692781,0.0282848844289605
S129,Quanto scommettiamo,1965,16962,0,0,0.1111111111,0.2222222222,0.1111111111,0.1111111111,0.1111111111,0,0.3333333333,0,0,1,2,1,1,1,0,3,0,0,2.85,2.94,4.58,4.58,45.03,0,40.02,0,0,33,34,53,53,521,0,463,0.0488009082299,-0.00332252806613748,-0.0272944639095299,-0.00329440527488893,0.0036047139645757,0.0240486837704319,0.0795399925502941,-0.0502060004217225,-0.0155095343176904,-0.00334537455456433,-0.00482379204959802,0.0509216102778471
S130,I Dinosauri,1965,32538,0,0,0,0.4444444444,0.2222222222,0.07407407407,0.1111111111,0,0.1481481481,0,0,0,12,6,2,3,0,4,0,0,0,22.02,24,2.45,25.61,0,25.91,0,0,0,368,401,41,428,0,433,-0.0142426249631254,-0.0210721798455923,-0.00963669523899871,-0.0112650205114147,0.012677839241467,-0.0175733085579649,0.0221392032258953,-0.0518483178877621,-0.0102258061947322,-0.00413793068780555,0.0145573449243054,0.0107229208066312
S131,Gli anni-luce,1965,26660,0,0,0.2666666667,0.2333333333,0.1,0.1333333333,0.06666666667,0.03333333333,0.1666666667,0,0,8,7,3,4,2,1,5,0,0,15.23,25.02,21.5,4.2,11.9,1.02,21.13,0,0,403,662,569,111,315,27,559,0.0640636950464953,-0.0246470874948896,0.00868024886793162,0.0170011024293938,0.0355926793529784,0.0334787499862027,0.0213076827693616,-0.0481864047771302,0.00845432722802723,0.00279774637067444,0.032444109734034,0.0114942647957911
S132,La spirale,1965,27755,0,0.03076923077,0.1538461538,0.3230769231,0.1230769231,0.01538461538,0,0.01538461538,0.3384615385,0,2,10,21,8,1,0,1,22,0,2.52,10.9,29,16.53,1.67,0,1.92,37.45,0,109,471,1253,714,72,0,83,1618,0.0398346806775211,-0.041105604336956,0.058280050246618,0.0490353383998338,0.0557002329345343,0.022631242345294,0.0183476382094191,-0.0564241159731342,0.0368479086250964,0.00573303691759785,0.0455947281273545,0.0147719813004664
S133,Ti con zero,1966,27727,0.01219512195,0,0.09756097561,0.5731707317,0.0487804878,0,0.08536585366,0.01219512195,0.1707317073,1,0,8,47,4,0,7,1,14,1.79,0,3.8,35.71,9.15,0,9.64,2.03,37.88,128,0,272,2555,655,0,690,145,2710,-0.0182424350502238,-0.0529189804785866,0.0492403499071365,0.00158419188476119,0.0478552570515903,-0.018054028891087,0.00182908139579747,-0.0593367725279164,0.0684388313225968,-0.0137389161041708,0.0662644854077843,0.0008640511908933
S134,I. Mitosi,1967,27482,0.1844660194,0.1067961165,0.09708737864,0.1747572816,0.09708737864,0.03883495146,0,0.04854368932,0.2524271845,19,11,10,18,10,4,0,5,26,3.44,13.42,9.26,6.27,9.27,4.43,0,9.69,44.22,198,773,533,361,534,255,0,558,2546,0.0963592182654791,-0.0636744329165415,0.176512435361907,0.269120602372954,0.155734690286368,0.113960987744346,0.0842890128744271,-0.0613501734171407,0.122650211101681,-0.0234219928107269,0.0983111199069021,0.0963808805060154
S135,L'inseguimento,1967,26513,0.05555555556,0,0.08333333333,0.25,0.1666666667,0.1111111111,0,0,0.3333333333,2,0,3,9,6,4,0,0,12,1.2,0,10.28,21.99,6.89,14.39,0,0,45.25,54,0,463,990,310,648,0,0,2037,0.0432751475675464,-0.0137454701176267,0.0153099597362377,0.0110538167407839,0.0289909907518335,0.0241643933235777,0.0436400368286351,-0.0241386481777677,0.0312778084807781,0.000804426457347361,0.0400165576290912,0.0300012995518187
