id,title,length,year,come-dubbio-boolean,come-negazione-boolean,come-riformulazione-boolean,cosa-dubbio-boolean,cosa-negazione-boolean,cosa-riformulazione-boolean,senso-dubbio-boolean,senso-negazione-boolean,senso-riformulazione-boolean,come-dubbio,come-negazione,come-riformulazione,cosa-dubbio,cosa-negazione,cosa-riformulazione,senso-dubbio,senso-negazione,senso-riformulazione,V1,V2
S176,La coscienza a posto,7552,1980,1,0,1,1,1,0,0,1,1,0.125,0,0.0625,0.125,0.3125,0,0,0.125,0.25,0.22480552,-0.2650227
S177,Quattro favole d'Esopo per Valerio Adami,7490,1980,0,0,1,0,1,0,0,0,0,0,0,0.4,0,0.6,0,0,0,0,-0.2141773,-0.1109488
S178,Il gorilla albino,4684,1980,0,0,0,1,1,0,1,0,1,0,0,0,0.375,0.25,0,0.125,0,0.25,-0.0448437,0.18837245
S179,L'altra euridice,16915,1980,1,1,1,1,0,1,0,1,1,0.125,0.04166666667,0.25,0.2916666667,0,0.08333333333,0,0.04166666667,0.1666666667,0.34725098,-0.3554394
S180,Essere pietra (per Alberto Magnelli),4167,1981,0,0,0,1,1,1,0,0,1,0,0,0,0.5,0.125,0.1875,0,0,0.1875,-0.02799,-0.0145213
S181,Le memorie di Casanova,18849,1981,0,0,1,1,1,1,1,0,1,0,0,0.08,0.44,0.2,0.12,0.04,0,0.12,0.15777942,0.14201062
S182,L'invasione degli storni,9054,1981,1,0,0,1,1,1,1,0,1,0.2631578947,0,0,0.1052631579,0.3684210526,0.05263157895,0.1578947368,0,0.05263157895,0.14276312,0.15110486
S183,Il silenzio e la città,12343,1982,0,0,1,1,1,1,0,0,0,0,0,0.1428571429,0.4285714286,0.2857142857,0.1428571429,0,0,0,-0.0261474,-0.047271
S184,L'occhio e i pianeti,8184,1982,0,0,1,1,1,1,1,0,1,0,0,0.09090909091,0.4090909091,0.2272727273,0.09090909091,0.04545454545,0,0.1363636364,0.15777942,0.14201062
S185,Sapore Sapere,41220,1982,1,0,1,1,1,1,1,1,1,0.1132075472,0,0.2452830189,0.09433962264,0.07547169811,0.03773584906,0.1132075472,0.03773584906,0.2830188679,0.40143318,0.06146435
S186,Il mondo guarda il mondo,3938,1982,0,0,1,1,1,1,0,0,0,0,0,0.1428571429,0.3571428571,0.4285714286,0.07142857143,0,0,0,-0.0261474,-0.047271
S187,La pancia del geco,6400,1982,0,0,0,1,1,1,0,0,1,0,0,0,0.6956521739,0.1304347826,0.1304347826,0,0,0.04347826087,-0.02799,-0.0145213
S188,Quattro studi dal vero,14889,1983,1,0,1,1,1,1,1,0,1,0.2,0,0.15,0.3,0.125,0.075,0.025,0,0.125,0.27093265,0.08739688
S189,Viaggio nelle città di de Chirico,17663,1983,1,1,1,1,1,1,1,1,1,0.1428571429,0.02380952381,0.07142857143,0.380952381,0.04761904762,0.07142857143,0.119047619,0.02380952381,0.119047619,0.53045373,0.03348765
S190,La spada del sole,9267,1983,1,0,1,1,1,1,0,1,1,0.1724137931,0,0.1724137931,0.275862069,0.1724137931,0.06896551724,0,0.03448275862,0.1034482759,0.30949761,-0.2093365
S191,La contemplazione delle stelle,8612,1983,0,0,1,1,1,1,0,0,0,0,0,0.1,0.65,0.2,0.05,0,0,0,-0.0261474,-0.047271
S192,Gli amori delle tartarughe,3998,1983,0,0,0,1,0,1,1,0,0,0,0,0,0.5,0,0.125,0.375,0,0,-0.1675895,0.24728671
S193,Il prato infinito,6978,1983,1,0,1,1,1,1,0,0,1,0.07142857143,0,0.03571428571,0.25,0.1785714286,0.3214285714,0,0,0.1428571429,0.18921293,-0.1544514
S194,Luna di pomeriggio,4615,1983,1,0,1,1,1,0,0,0,0,0.4,0,0.06666666667,0.3333333333,0.2,0,0,0,0,-0.024976,-0.1759158
S195,Dal terrazzo,7605,1983,1,0,1,1,1,0,0,1,1,0.4545454545,0,0.09090909091,0.09090909091,0.09090909091,0,0,0.09090909091,0.1818181818,0.22480552,-0.2650227
S196,Il museo dei formaggi,6229,1983,1,0,1,1,1,0,0,0,0,0.3333333333,0,0.08333333333,0.1666666667,0.4166666667,0,0,0,0,-0.024976,-0.1759158
S198,L'ordine degli squamati,6634,1983,1,1,1,1,1,1,1,0,1,0.1304347826,0.04347826087,0.04347826087,0.3913043478,0.04347826087,0.1304347826,0.1739130435,0,0.04347826087,0.38235789,0.05996841
S199,Il modello dei modelli,6836,1983,0,0,1,1,1,1,1,0,1,0,0,0.1666666667,0.3333333333,0.2777777778,0.05555555556,0.05555555556,0,0.1111111111,0.15777942,0.14201062
S200,L'universo come specchio,7002,1983,0,0,0,1,1,0,0,0,0,0,0,0,0.375,0.625,0,0,0,0,-0.2473579,-0.0245459
S201,Come imparare a essere morto,9295,1983,0,0,1,1,1,1,1,1,1,0,0,0.1666666667,0.08333333333,0.3333333333,0.125,0.04166666667,0.04166666667,0.2083333333,0.27502246,0.12359309
S202,L'ultimo canale,12804,1984,0,0,1,1,1,1,1,1,1,0,0,0.04347826087,0.3913043478,0.1304347826,0.08695652174,0.1304347826,0.04347826087,0.1739130435,0.27502246,0.12359309
S203,Il ricordo è bendato,11582,1984,0,0,0,1,1,1,0,0,1,0,0,0,0.3181818182,0.1363636364,0.2727272727,0,0,0.2727272727,-0.02799,-0.0145213
S204,Un re in ascolto,46528,1984,1,1,0,1,1,1,1,1,1,0.06293706294,0.006993006993,0,0.4615384615,0.2657342657,0.09090909091,0.04895104895,0.01398601399,0.04895104895,0.37868895,0.10285798
S205,Il niente e il poco,15867,1984,1,1,1,1,0,1,0,1,1,0.03846153846,0.03846153846,0.2692307692,0.2307692308,0,0.1153846154,0,0.03846153846,0.2692307692,0.34725098,-0.3554394
S206,L'implosione,9364,1984,1,0,1,1,1,0,1,1,0,0.1111111111,0,0.1111111111,0.5555555556,0.1111111111,0,0.05555555556,0.05555555556,0,0.18324411,0.05676054
V001,Il sentiero dei nidi di ragno,249888,1947,1,0,0,1,1,1,0,0,1,0.01369863014,0,0,0.5068493151,0.3698630137,0.08219178082,0,0,0.02739726027,0.06585691,-0.1010027
V003,Il visconte dimezzato,138103,1952,0,0,0,1,1,1,0,0,1,0,0,0,0.5806451613,0.06451612903,0.1290322581,0,0,0.2258064516,-0.02799,-0.0145213
V005,Il barone rampante,416814,1957,1,1,1,1,1,1,1,0,1,0.01724137931,0.005747126437,0.09195402299,0.3103448276,0.2413793103,0.2068965517,0.02298850575,0,0.1034482759,0.38235789,0.05996841
V008,Il cavaliere inesistente,197268,1959,1,1,1,1,1,1,1,1,1,0.08421052632,0.01052631579,0.2210526316,0.1368421053,0.1789473684,0.1368421053,0.08421052632,0.01052631579,0.1368421053,0.53045373,0.03348765
V009,La giornata di uno scrutatore,121328,1963,1,1,1,1,1,1,1,1,1,0.03271028037,0.02336448598,0.07009345794,0.308411215,0.191588785,0.1775700935,0.04672897196,0.01401869159,0.1355140187,0.53045373,0.03348765
V010,La speculazione edilizia,191068,1963,0,1,1,1,1,1,0,0,1,0,0.01176470588,0.08235294118,0.2352941176,0.2941176471,0.2235294118,0,0,0.1529411765,0.1756178,-0.1300824
V016,Il castello dei destini incrociati,62895,1969,1,1,1,1,1,1,1,1,1,0.02919708029,0.007299270073,0.007299270073,0.1751824818,0.05839416058,0.1313868613,0.3284671533,0.1167883212,0.1459854015,0.53045373,0.03348765
V018,Le città invisibili,146738,1972,1,0,1,1,1,1,1,1,1,0.07874015748,0,0.02362204724,0.2598425197,0.3070866142,0.09448818898,0.157480315,0.0157480315,0.06299212598,0.40143318,0.06146435
V020,Eremita a Parigi,16246,1974,0,0,1,1,1,1,1,0,1,0,0,0.03333333333,0.2,0.3666666667,0.2,0.03333333333,0,0.1666666667,0.15777942,0.14201062
V021,Se una notte d'inverno un viaggiatore,458335,1979,1,1,1,1,1,1,1,1,1,0.01533219761,0.0136286201,0.07666098807,0.4071550256,0.1124361158,0.132879046,0.0800681431,0.02555366269,0.136286201,0.53045373,0.03348765
V000a,max,1000,1985,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
V000b,min,1000,1940,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1
